,Fall,College,Major Name,Male,Female
136,1980,LAS,Anthropology,42,36
137,1980,LAS,Asian Studies,10,7
138,1980,LAS,Astronomy,13,3
139,1980,LAS,Atmospheric Sciences,17,5
140,1980,LAS,Biochemistry,66,20
141,1980,LAS,Biology,83,56
142,1980,LAS,Biophysics & Computnl Biology,18,3
143,1980,LAS,Chemical Engineering,419,111
144,1980,LAS,Chemical Physics,5,1
145,1980,LAS,Chemistry,408,123
146,1980,LAS,Classical Philology,7,2
147,1980,LAS,Classics,8,1
148,1980,LAS,Comparative Literature,22,20
149,1980,LAS,English,50,58
150,1980,LAS,Entomology,23,7
151,1980,LAS,French,7,33
152,1980,LAS,GEN CURR,1015,1393
153,1980,LAS,Genetics,3,3
154,1980,LAS,Geography,30,13
155,1980,LAS,Geology,79,36
156,1980,LAS,German,13,13
157,1980,LAS,HR&FS,0,61
158,1980,LAS,History,46,36
159,1980,LAS,Italian,2,0
160,1980,LAS,LAS TCH MATH,0,1
161,1980,LAS,Linguistics,32,31
162,1980,LAS,Mathematics,119,20
163,1980,LAS,Microbiology,34,25
164,1980,LAS,Molecular & Integrative Physi,43,14
165,1980,LAS,PRE-JOURN,24,33
166,1980,LAS,PRE-MED,18,10
167,1980,LAS,PUB ADMIN,12,7
168,1980,LAS,Philosophy,28,5
169,1980,LAS,Plant Biology,18,13
170,1980,LAS,Political Science,29,17
171,1980,LAS,Psychology,86,74
172,1980,LAS,Slavic Languages & Literature,6,7
173,1980,LAS,Sociology,28,18
174,1980,LAS,Speech Communication,27,22
175,1980,LAS,TCH BIOL,6,11
176,1980,LAS,TCH ENGL,8,47
177,1980,LAS,TCH SOC ST,5,5
178,1980,LAS,TCH SPEECH,5,4
179,1980,LAS,UNCLASS,82,132
180,1980,LAS,Zoology,1,2
