,Fall,College,Major Name,Male,Female
583,1983,ACES,Agr & Environmental Cmc & Educ,5,0
584,1983,ACES,Agricultural & Applied Econ,356,73
585,1983,ACES,Agricultural Communications,27,58
586,1983,ACES,Agricultural Education,23,3
587,1983,ACES,Agricultural Engineering,91,7
588,1983,ACES,Agricultural Sciences,50,27
589,1983,ACES,Agronomy,128,40
590,1983,ACES,Animal Sciences,218,256
591,1983,ACES,Application Design,0,18
592,1983,ACES,CONSM ECON,2,12
593,1983,ACES,CORE CURR,73,30
594,1983,ACES,DAIRY SCI,46,21
595,1983,ACES,DIETETICS,1,68
596,1983,ACES,EXT EDUC,6,6
597,1983,ACES,FAM&CON EC,0,6
598,1983,ACES,Food Science & Human Nutrition,84,136
599,1983,ACES,Forestry,65,21
600,1983,ACES,GEN AGR,28,6
601,1983,ACES,GEN H ECON,0,7
602,1983,ACES,H DVL-FAM,3,79
603,1983,ACES,HOME ECON,0,3
604,1983,ACES,HR&FS A&ID,1,9
605,1983,ACES,HR&FS GEN,0,5
606,1983,ACES,HU DEV&FAM,5,23
607,1983,ACES,Horticulture,33,23
608,1983,ACES,INST MGMT,1,8
609,1983,ACES,INT DSGN,9,154
610,1983,ACES,Industrial Agriculture,50,11
611,1983,ACES,MKT TEXT&A,4,137
612,1983,ACES,Mechanical Agriculture,37,0
613,1983,ACES,Nutritional Sciences,12,29
614,1983,ACES,ORN HORT,32,49
615,1983,ACES,PLANT PATH,28,11
616,1983,ACES,Physics,340,30
617,1983,ACES,REST MGMT,28,29
618,1983,ACES,SOIL SCI,1,1
619,1983,ACES,Secondary Education,9,19
620,1983,ACES,Spanish,9,27
621,1983,ACES,Speech & Hearing Science,8,123
622,1983,ACES,Statistics,12,4
623,1983,ACES,TEXT-APPRL,1,27
624,1983,ACES,Teaching of Biological Science,1,0
625,1983,ACES,Teaching of Chemistry,3,3
626,1983,ACES,Teaching of Earth Science,0,1
627,1983,ACES,Teaching of English Sec Lang,21,56
628,1983,ACES,Teaching of French,4,19
629,1983,ACES,Teaching of German,2,4
630,1983,ACES,Teaching of Latin,1,3
631,1983,ACES,Teaching of Mathematics,9,22
632,1983,ACES,Teaching of Physics,0,1
633,1983,ACES,VOC H E ED,0,19
