,Fall,College,Major Name,Male,Female
3186,1996,ACES,Agr & Environmental Cmc & Educ,5,4
3187,1996,ACES,Agricultural & Applied Econ,325,124
3188,1996,ACES,Agricultural Communications,27,50
3189,1996,ACES,Agricultural Education,18,19
3190,1996,ACES,Agricultural Engineering,65,8
3191,1996,ACES,Agricultural Sciences,23,16
3192,1996,ACES,Agronomy,108,44
3193,1996,ACES,Animal Sciences,222,319
3194,1996,ACES,CONSM ECON,20,15
3195,1996,ACES,CORE CURR,18,14
3196,1996,ACES,DIETETICS,2,89
3197,1996,ACES,EXT EDUC,0,3
3198,1996,ACES,FAM&CON EC,3,4
3199,1996,ACES,Food Science & Human Nutrition,56,131
3200,1996,ACES,Forestry,89,88
3201,1996,ACES,H DVL-FAM,13,152
3202,1996,ACES,HR&FS A&ID,1,8
3203,1996,ACES,HU DEV&FAM,8,24
3204,1996,ACES,Horticulture,50,31
3205,1996,ACES,MKT TEXT&A,6,72
3206,1996,ACES,Mechanical Agriculture,68,0
3207,1996,ACES,Nutritional Sciences,18,29
3208,1996,ACES,ORN HORT,46,41
3209,1996,ACES,PLANT PATH,18,5
3210,1996,ACES,Physics,257,17
3211,1996,ACES,REST MGMT,27,33
3212,1996,ACES,"Recreation, Sport, and Tourism ",9,2
3213,1996,ACES,Secondary Education,8,14
3214,1996,ACES,Spanish,15,33
3215,1996,ACES,Speech & Hearing Science,9,215
3216,1996,ACES,Statistics,10,9
3217,1996,ACES,TEXT-APPRL,0,5
3218,1996,ACES,Teaching of Biological Science,3,5
3219,1996,ACES,Teaching of Chemistry,6,5
3220,1996,ACES,Teaching of Earth Science,0,2
3221,1996,ACES,Teaching of English Sec Lang,24,61
3222,1996,ACES,Teaching of French,3,7
3223,1996,ACES,Teaching of German,1,4
3224,1996,ACES,Teaching of Latin,1,1
3225,1996,ACES,Teaching of Mathematics,12,15
3226,1996,ACES,Teaching of Physics,3,1
