Major Name,Total
Aero & Astro Engineering,435
Agricultural Engineering,101
CER ENGR,135
CERAMICS,3
Civil Engineering,811
Computer Engineering,323
Computer Science,583
ENGR MECH,47
ENGR PHYS,98
ENV ENGR,29
ENV SCI,12
Electrical Engineering,1561
GEN ENGR,586
Industrial Engineering,188
METAL ENGR,196
Mechanical Engineering,1021
Nuclear Engineering,197
TCH CS,3
Theoretical & Applied Mechans,50
