,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
4753,2003,Media,Advertising,313,79,234,271,42
4758,2003,Media,News-Editorial,110,36,74,104,6
4757,2003,Media,Media Studies,94,30,64,84,10
4754,2003,Media,Broadcast Journalism,63,22,41,61,2
4755,2003,Media,Communication,54,23,31,11,43
4756,2003,Media,Journalism,29,8,21,17,12
