,Fall,College,Major Name,Male,Female
2198,1991,ACES,Agr & Environmental Cmc & Educ,1,6
2199,1991,ACES,Agricultural & Applied Econ,353,90
2200,1991,ACES,Agricultural Communications,25,54
2201,1991,ACES,Agricultural Education,6,8
2202,1991,ACES,Agricultural Engineering,68,6
2203,1991,ACES,Agricultural Sciences,25,18
2204,1991,ACES,Agronomy,101,32
2205,1991,ACES,Animal Sciences,191,219
2206,1991,ACES,CONSM ECON,31,45
2207,1991,ACES,CORE CURR,45,19
2208,1991,ACES,DIETETICS,3,39
2209,1991,ACES,EXT EDUC,6,5
2210,1991,ACES,FAM&CON EC,3,13
2211,1991,ACES,Food Science & Human Nutrition,67,137
2212,1991,ACES,Forestry,68,35
2213,1991,ACES,GEN AGR,18,5
2214,1991,ACES,GEN H ECON,0,12
2215,1991,ACES,H DVL-FAM,10,113
2216,1991,ACES,HR&FS A&ID,3,9
2217,1991,ACES,HR&FS GEN,0,3
2218,1991,ACES,HU DEV&FAM,1,23
2219,1991,ACES,Horticulture,36,22
2220,1991,ACES,INT DSGN,1,21
2221,1991,ACES,Industrial Agriculture,3,1
2222,1991,ACES,MKT TEXT&A,2,99
2223,1991,ACES,Mechanical Agriculture,63,0
2224,1991,ACES,Nutritional Sciences,17,24
2225,1991,ACES,ORN HORT,44,34
2226,1991,ACES,PLANT PATH,16,13
2227,1991,ACES,Physics,339,43
2228,1991,ACES,REST MGMT,54,47
2229,1991,ACES,SOIL SCI,4,1
2230,1991,ACES,Secondary Education,13,18
2231,1991,ACES,Spanish,23,45
2232,1991,ACES,Speech & Hearing Science,3,120
2233,1991,ACES,Statistics,28,21
2234,1991,ACES,TEXT-APPRL,0,26
2235,1991,ACES,Teaching of Biological Science,1,2
2236,1991,ACES,Teaching of Chemistry,6,9
2237,1991,ACES,Teaching of English Sec Lang,22,61
2238,1991,ACES,Teaching of French,2,10
2239,1991,ACES,Teaching of German,1,5
2240,1991,ACES,Teaching of Latin,1,0
2241,1991,ACES,Teaching of Mathematics,14,17
2242,1991,ACES,Teaching of Physics,2,1
2243,1991,ACES,VOC H E ED,0,3
