,Fall,College,Major Name,Male,Female
6937,2014,LAS,African Studies,0,3
6938,2014,LAS,Astronomy,48,29
6939,2014,LAS,Atmospheric Sciences,74,47
6940,2014,LAS,Biochemistry,126,93
6941,2014,LAS,Biology,305,402
6942,2014,LAS,Biophysics & Computnl Biology,41,13
6943,2014,LAS,Cell and Developmental Biology,24,28
6944,2014,LAS,Chemical Engineering,562,228
6945,2014,LAS,Chemical Physics,7,1
6946,2014,LAS,Chemistry,514,331
6947,2014,LAS,Classical Philology,4,4
6948,2014,LAS,Classics,17,5
6949,2014,LAS,Communication,359,471
6950,2014,LAS,Comparative Literature,8,20
6951,2014,LAS,Computer Sci & Anthropology,6,3
6952,2014,LAS,Computer Sci & Astronomy,6,2
6953,2014,LAS,Computer Sci & Chemistry,10,5
6954,2014,LAS,Computer Sci & Linguistics,5,3
6955,2014,LAS,Creative Writing,24,42
6956,2014,LAS,E Asian Languages & Cultures,29,54
6957,2014,LAS,"Earth Systems, Env, & Society ",1,0
6958,2014,LAS,"Earth, Soc, Env Sustainability ",64,77
6959,2014,LAS,"Earth, Society, & Environment ",2,6
6960,2014,LAS,East Asian Studies,8,8
6961,2014,LAS,"Ecol, Evol, Conservation Biol ",13,20
6962,2014,LAS,Economics,766,361
6963,2014,LAS,English,143,343
6964,2014,LAS,Entomology,23,18
6965,2014,LAS,European Union Studies,2,6
6966,2014,LAS,French,17,26
6967,2014,LAS,Gender and Women's Studies,3,8
6968,2014,LAS,General Curriculum,123,79
6969,2014,LAS,Geography,23,16
6970,2014,LAS,Geography & Geographic Info Sc,25,4
6971,2014,LAS,Geology,80,34
6972,2014,LAS,German,4,8
6973,2014,LAS,Germanic Lang & Lit,5,5
6974,2014,LAS,Global Studies,58,160
6975,2014,LAS,History,195,132
6976,2014,LAS,History of Art,1,20
6977,2014,LAS,Individual Plans of Study,2,5
6978,2014,LAS,Integrative Biology,169,239
6979,2014,LAS,Interdisciplinary,1,3
6980,2014,LAS,Italian,3,2
6981,2014,LAS,LAS - Undeclared,67,98
6982,2014,LAS,Latin American Studies,4,5
6983,2014,LAS,Latina/Latino Studies,1,4
6984,2014,LAS,Linguistics,38,73
6985,2014,LAS,Math & Computer Science,174,36
6986,2014,LAS,Mathematics,448,251
6987,2014,LAS,Microbiology,21,33
6988,2014,LAS,Molecular & Integrative Physi,10,12
6989,2014,LAS,Molecular and Cellular Biology,552,543
6990,2014,LAS,Molecular&Cell Bio-undeclared,13,9
6991,2014,LAS,Neuroscience,32,30
6992,2014,LAS,Nondegree,109,102
6993,2014,LAS,Philosophy,60,19
6994,2014,LAS,Physics,353,48
6995,2014,LAS,Plant Biology,23,19
6996,2014,LAS,Plant Biotechnology,2,1
6997,2014,LAS,Political Science,418,270
6998,2014,LAS,Portuguese,1,2
6999,2014,LAS,Psychology,423,976
7000,2014,LAS,Religion,14,6
7001,2014,LAS,Rhetoric,13,21
7002,2014,LAS,Russian Lang & Literature,3,2
7003,2014,LAS,"Russian, E Eur, Eurasian St ",7,12
7004,2014,LAS,S Asian & Middle Eastern St,4,1
7005,2014,LAS,Slavic Languages & Literature,3,14
7006,2014,LAS,Sociology,93,144
7007,2014,LAS,Spanish,31,106
7008,2014,LAS,Speech Communication,1,1
7009,2014,LAS,Statistics,154,108
7010,2014,LAS,Statistics & Computer Science,46,9
7011,2014,LAS,Teaching of Biological Science,0,1
7012,2014,LAS,Teaching of Chemistry,3,0
7013,2014,LAS,Teaching of English Sec Lang,14,37
7014,2014,LAS,Teaching of French,0,3
7015,2014,LAS,Teaching of Latin,2,1
7016,2014,LAS,Teaching of Mathematics,2,2
7017,2014,LAS,Teaching of Spanish,2,14
7018,2014,LAS,Translation and Interpreting,2,8
