Major Name,Total
Accountancy,887
Business Administration,1355
CBA NON-DEGREE,34
Computer Science,384
Economics,252
Executive MBA Program,54
Finance,946
INT'L MSBA,31
Leisure Studies,42
Teaching of Spanish,16
Technical Systems Management,74
Theatre,108
UNASSIGNED,577
