Major Name,Total
BUS EDUC,12
ED POL ST,49
ED SEC&CON,160
EDUC ELEMENTARY,181
EDUC GEN,229
Early Childhood Education,72
Ed Organization and Leadership,105
Educ Voc Tech,69
Education,1
Educational Psychology,128
Elementary Education,395
Special Education,90
TCH ENGL,53
TCH GEN SCIENCE,8
TCH LIFE SCI,10
TCH PHYS SCI,8
TCH SOC ST,55
TECH ED SP,12
UG NON-DEG,5
