,Fall,College,Major Name,Male,Female
571,1982,Media,Advertising,78,170
572,1982,Media,Broadcast Journalism,18,21
573,1982,Media,Communication,18,23
574,1982,Media,Journalism,16,21
575,1982,Media,News-Editorial,54,71
