Major Name,Total
Architectural Studies,532
Architecture,153
Art Education,101
Art History,52
Art and Design,336
Crafts,36
Dance,66
Graphic Design,112
Industrial Design,77
Landscape Architecture,141
MUS-VOICE,53
MUSIC(AMS),96
MUSIC-COMP,10
MUSIC-INST,117
MUSIC-OPEN,2
Music,142
Music Education,294
Music History,5
PERFORM ST,35
Regional Planning,15
Theatre,42
UNCLASS,42
Urban Planning,151
