Major Name,Total
Accountancy,996
Business Administration,1451
CBA NON-DEGREE,12
Computer Science,363
Economics,235
Executive MBA Program,33
Finance,761
INT'L MSBA,2
Leisure Studies,30
Teaching of Spanish,25
Technical Systems Management,49
Theatre,148
UNASSIGNED,598
