,Fall,College,Major Name,Male,Female
3321,1996,LAS,African American Studies,5,1
3322,1996,LAS,Anthropology,27,48
3323,1996,LAS,Applied Mathematics,6,10
3324,1996,LAS,Asian Studies,12,20
3325,1996,LAS,Astronomy,15,7
3326,1996,LAS,Atmospheric Sciences,20,9
3327,1996,LAS,BIOCH,130,95
3328,1996,LAS,Biochemistry,51,44
3329,1996,LAS,Biology,69,58
3330,1996,LAS,Biophysics & Computnl Biology,24,15
3331,1996,LAS,Chemical Engineering,315,149
3332,1996,LAS,Chemical Physics,8,1
3333,1996,LAS,Chemistry,292,147
3334,1996,LAS,Classical Philology,9,3
3335,1996,LAS,Classics,6,4
3336,1996,LAS,Comparative Literature,12,20
3337,1996,LAS,English,43,62
3338,1996,LAS,Entomology,22,13
3339,1996,LAS,French,14,31
3340,1996,LAS,GEN CURR,1172,1337
3341,1996,LAS,Geography,27,16
3342,1996,LAS,Geology,37,23
3343,1996,LAS,German,15,20
3344,1996,LAS,History,80,46
3345,1996,LAS,Italian,0,6
3346,1996,LAS,LAS TCH MATH,1,2
3347,1996,LAS,Linguistics,23,45
3348,1996,LAS,Mathematics,149,46
3349,1996,LAS,Microbiology,36,25
3350,1996,LAS,Molecular & Integrative Physi,36,18
3351,1996,LAS,Neuroscience,26,8
3352,1996,LAS,PRE-JOURN,131,232
3353,1996,LAS,PRE-MED,122,142
3354,1996,LAS,Philosophy,30,9
3355,1996,LAS,Plant Biology,19,21
3356,1996,LAS,Political Science,32,15
3357,1996,LAS,Portuguese,2,3
3358,1996,LAS,Psychology,84,107
3359,1996,LAS,REES,3,4
3360,1996,LAS,Slavic Languages & Literature,7,9
3361,1996,LAS,Sociology,11,32
3362,1996,LAS,Speech Communication,23,30
3363,1996,LAS,TCH BIOL,7,13
3364,1996,LAS,TCH ENGL,14,27
3365,1996,LAS,TCH SOC ST,13,13
3366,1996,LAS,TCH SPEECH,0,3
3367,1996,LAS,TEACH CS,1,0
3368,1996,LAS,TRANSITION,103,123
3369,1996,LAS,UNCLASS,124,138
3370,1996,LAS,UNCM FR&SO,83,95
