,Fall,College,Major Name,Male,Female
5056,2005,LAS,African Studies,4,7
5057,2005,LAS,Asian Studies,4,9
5058,2005,LAS,Astronomy,43,29
5059,2005,LAS,Atmospheric Sciences,26,11
5060,2005,LAS,Biochemistry,202,174
5061,2005,LAS,Bioengineering,1,0
5062,2005,LAS,Biology,495,573
5063,2005,LAS,Biophysics & Computnl Biology,47,21
5064,2005,LAS,Cell and Structural Biology,35,39
5065,2005,LAS,Chemical Engineering,255,138
5066,2005,LAS,Chemical Physics,8,2
5067,2005,LAS,Chemistry,449,311
5068,2005,LAS,Classical Philology,5,2
5069,2005,LAS,Classics,16,18
5070,2005,LAS,Comparative Literature,15,49
5071,2005,LAS,Creative Writing,8,10
5072,2005,LAS,E Asian Languages & Cultures,35,32
5073,2005,LAS,Economics,652,209
5074,2005,LAS,English,333,724
5075,2005,LAS,Entomology,16,17
5076,2005,LAS,Finance,117,45
5077,2005,LAS,French,29,73
5078,2005,LAS,General Curriculum,1700,2070
5079,2005,LAS,Geography,57,25
5080,2005,LAS,Geology,59,34
5081,2005,LAS,German,8,15
5082,2005,LAS,Germanic Lang & Lit,13,10
5083,2005,LAS,History,417,275
5084,2005,LAS,History of Art,2,28
5085,2005,LAS,Humanities,5,2
5086,2005,LAS,Individual Plans of Study,2,3
5087,2005,LAS,Integrative Biology,113,138
5088,2005,LAS,Interdisciplinary,18,20
5089,2005,LAS,International Studies,92,225
5090,2005,LAS,Italian,2,8
5091,2005,LAS,Latin American Studies,5,9
5092,2005,LAS,Linguistics,42,61
5093,2005,LAS,Math & Computer Science,117,10
5094,2005,LAS,Mathematics,394,219
5095,2005,LAS,Microbiology,37,49
5096,2005,LAS,Molecular & Integrative Physi,21,16
5097,2005,LAS,Molecular and Cellular Biology,324,469
5098,2005,LAS,Molecular&Cell Bio-undeclared,10,8
5099,2005,LAS,Music,10,7
5100,2005,LAS,Neuroscience,26,33
5101,2005,LAS,Nondegree,68,60
5102,2005,LAS,Philosophy,105,32
5103,2005,LAS,Physics,145,42
5104,2005,LAS,Plant Biology,10,10
5105,2005,LAS,Political Science,642,419
5106,2005,LAS,Portuguese,1,1
5107,2005,LAS,Psychology,381,995
5108,2005,LAS,Religious Studies,17,12
5109,2005,LAS,Rhetoric,72,62
5110,2005,LAS,Russian & E European Studies,8,4
5111,2005,LAS,Russian Lang & Literature,1,3
5112,2005,LAS,Slavic Languages & Literature,2,2
5113,2005,LAS,Sociology,156,316
5114,2005,LAS,Spanish,97,221
5115,2005,LAS,Speech Communication,207,297
5116,2005,LAS,Statistics,44,33
5117,2005,LAS,Statistics & Computer Science,9,1
5118,2005,LAS,Teaching of Biological Science,0,1
5119,2005,LAS,Teaching of Chemistry,3,9
5120,2005,LAS,Teaching of English Sec Lang,12,38
5121,2005,LAS,Teaching of French,2,6
5122,2005,LAS,Teaching of German,1,1
5123,2005,LAS,Teaching of Latin,1,0
5124,2005,LAS,Teaching of Mathematics,1,1
5125,2005,LAS,Teaching of Spanish,3,24
