,Fall,College,Major Name,Male,Female
5410,2007,Fine and Applied Arts,Architectural Studies,300,247
5411,2007,Fine and Applied Arts,Architecture,124,84
5412,2007,Fine and Applied Arts,Art Education,15,93
5413,2007,Fine and Applied Arts,Art Foundation,47,92
5414,2007,Fine and Applied Arts,Art History,7,31
5415,2007,Fine and Applied Arts,Art and Design,21,22
5416,2007,Fine and Applied Arts,Crafts,5,17
5417,2007,Fine and Applied Arts,Dance,10,68
5418,2007,Fine and Applied Arts,Graphic Design,26,52
5419,2007,Fine and Applied Arts,History of Art,0,8
5420,2007,Fine and Applied Arts,Industrial Design,56,46
5421,2007,Fine and Applied Arts,Instrumental Music,55,63
5422,2007,Fine and Applied Arts,Jazz Performance,20,1
5423,2007,Fine and Applied Arts,Landscape Architecture,89,58
5424,2007,Fine and Applied Arts,Music,164,172
5425,2007,Fine and Applied Arts,Music Composition,7,1
5426,2007,Fine and Applied Arts,Music Education,124,126
5427,2007,Fine and Applied Arts,Music History,1,1
5428,2007,Fine and Applied Arts,Musicology,10,10
5429,2007,Fine and Applied Arts,Nondegree,12,11
5430,2007,Fine and Applied Arts,Open Studies,5,4
5431,2007,Fine and Applied Arts,Painting,13,28
5432,2007,Fine and Applied Arts,Photography,15,20
5433,2007,Fine and Applied Arts,Regional Planning,10,10
5434,2007,Fine and Applied Arts,Sculpture,4,8
5435,2007,Fine and Applied Arts,Theatre,81,101
5436,2007,Fine and Applied Arts,Urban Planning,92,72
5437,2007,Fine and Applied Arts,Voice,5,20
