,Fall,College,Major Name,Male,Female
3806,1999,ACES,Agr & Consumer Economics,205,113
3807,1999,ACES,Agr & Environmental Cmc & Educ,45,82
3808,1999,ACES,Agr Engineering & Agr Science,51,8
3809,1999,ACES,Agricultural & Applied Econ,40,14
3810,1999,ACES,Agricultural Communications,2,5
3811,1999,ACES,Agricultural Engineering,1,1
3812,1999,ACES,Agricultural Sciences,1,1
3813,1999,ACES,Agronomy,15,9
3814,1999,ACES,Animal Sciences,193,401
3815,1999,ACES,CFTM-CNSMR&TXTL,13,71
3816,1999,ACES,CFTM-MKT&PRICE,24,6
3817,1999,ACES,Crop Sciences,111,42
3818,1999,ACES,DIETETICS,0,1
3819,1999,ACES,Food Science & Human Nutrition,97,260
3820,1999,ACES,Forestry,20,12
3821,1999,ACES,H DVL-FAM,3,25
3822,1999,ACES,HDFS,0,2
3823,1999,ACES,HDFS-CH&AD DEV,3,110
3824,1999,ACES,HDFS-FS,9,49
3825,1999,ACES,HORT -- P&M,38,51
3826,1999,ACES,HORT--HORT SCI,4,2
3827,1999,ACES,HU DEV&FAM,2,5
3828,1999,ACES,Horticulture,8,3
3829,1999,ACES,Human & Community Development,2,18
3830,1999,ACES,IRCE-CONS EC&F,47,30
3831,1999,ACES,IRCE-E&NR MGMT,3,1
3832,1999,ACES,IRCE-INDCURRIC,6,0
3833,1999,ACES,"IRCE-POL,TRD,DV",13,13
3834,1999,ACES,Mechanical Agriculture,1,0
3835,1999,ACES,NRES - SOILS,1,2
3836,1999,ACES,NRES-BIOL SCI,64,73
3837,1999,ACES,NRES-SOC SCI,24,25
3838,1999,ACES,Natural Res & Env Sciences,2,1
3839,1999,ACES,Natural Resrcs & Environ Sci,69,43
3840,1999,ACES,Nutritional Sciences,13,26
3841,1999,ACES,ORN HORT,8,7
3842,1999,ACES,PLANT PATH,9,2
3843,1999,ACES,Physics,261,24
3844,1999,ACES,REST MGMT,2,3
3845,1999,ACES,"Recreation, Sport, and Tourism ",61,32
3846,1999,ACES,Secondary Education,1,0
3847,1999,ACES,Spanish,24,25
3848,1999,ACES,Speech & Hearing Science,4,198
3849,1999,ACES,Statistics,8,12
3850,1999,ACES,Teaching of Biological Science,0,4
3851,1999,ACES,Teaching of Chemistry,1,1
3852,1999,ACES,Teaching of Earth Science,2,0
3853,1999,ACES,Teaching of English Sec Lang,23,60
3854,1999,ACES,Teaching of French,0,3
3855,1999,ACES,Teaching of German,1,2
3856,1999,ACES,Teaching of Latin,0,1
3857,1999,ACES,Teaching of Mathematics,1,3
3858,1999,ACES,Teaching of Physics,1,0
