Major Name,Total
Accountancy,1201
Actuarial Science,232
Advertising,267
Anthropology,191
Applied Mathematics,33
Early Childhood Education,68
Ed Organization and Leadership,148
Educ Voc Tech,91
Education General,295
Educational Policy Studies,132
Educational Psychology,131
Elementary Education,405
Secondary & Continuing Educ,122
Special Education,150
