,Fall,College,Major Name,Male,Female
1731,1988,LAS,Anthropology,39,29
1732,1988,LAS,Applied Mathematics,13,13
1733,1988,LAS,Asian Studies,10,14
1734,1988,LAS,Astronomy,16,3
1735,1988,LAS,Atmospheric Sciences,19,5
1736,1988,LAS,BIOCH,87,77
1737,1988,LAS,Biochemistry,72,43
1738,1988,LAS,Biology,71,62
1739,1988,LAS,Biophysics & Computnl Biology,32,5
1740,1988,LAS,Chemical Engineering,306,120
1741,1988,LAS,Chemical Physics,3,2
1742,1988,LAS,Chemistry,329,149
1743,1988,LAS,Classical Philology,5,2
1744,1988,LAS,Classics,2,3
1745,1988,LAS,Comparative Literature,12,16
1746,1988,LAS,English,62,61
1747,1988,LAS,Entomology,18,9
1748,1988,LAS,French,15,33
1749,1988,LAS,GEN CURR,1008,1174
1750,1988,LAS,Genetics,1,0
1751,1988,LAS,Geography,22,12
1752,1988,LAS,Geology,40,6
1753,1988,LAS,German,15,18
1754,1988,LAS,History,72,30
1755,1988,LAS,Italian,2,5
1756,1988,LAS,LAS TCH MATH,3,9
1757,1988,LAS,Linguistics,41,46
1758,1988,LAS,Mathematics,131,42
1759,1988,LAS,Microbiology,39,23
1760,1988,LAS,Molecular & Integrative Physi,39,21
1761,1988,LAS,PRE-JOURN,190,364
1762,1988,LAS,PRE-MED,95,91
1763,1988,LAS,PUB ADMIN,3,3
1764,1988,LAS,Philosophy,31,8
1765,1988,LAS,Plant Biology,10,24
1766,1988,LAS,Political Science,46,20
1767,1988,LAS,Portuguese,0,5
1768,1988,LAS,Psychology,106,103
1769,1988,LAS,Slavic Languages & Literature,14,10
1770,1988,LAS,Sociology,14,21
1771,1988,LAS,Speech Communication,22,33
1772,1988,LAS,TCH BIOL,9,17
1773,1988,LAS,TCH ENGL,9,49
1774,1988,LAS,TCH PHY SC,1,0
1775,1988,LAS,TCH SOC ST,14,6
1776,1988,LAS,TCH SPEECH,1,6
1777,1988,LAS,TEACH CS,3,1
1778,1988,LAS,UNCLASS,92,98
1779,1988,LAS,UNCM FR&SO,112,121
