,Fall,College,Major Name,Male,Female
7069,2015,Business,Business Administration,38,51
7070,2015,Business,Business Administration (MBA),203,85
7071,2015,Business,Business Process Management,20,16
7072,2015,Business,Curric Unassigned,564,462
7073,2015,Business,Finance,455,250
7074,2015,Business,Information Sys & Info Tech,28,19
7075,2015,Business,Management,38,62
7076,2015,Business,Marketing,91,130
7077,2015,Business,Nondegree,45,33
7078,2015,Business,Supply Chain Management,38,54
7079,2015,Business,Taxation,7,17
7080,2015,Business,Technology Management,79,59
