Major Name,Total
Architectural Studies,444
Architecture,178
Art Education,63
Art Foundation,121
Art History,27
Art and Design,40
Crafts,18
Dance,66
Graphic Design,77
History of Art,10
Industrial Design,108
Instrumental Music,77
Jazz Performance,22
Landscape Architecture,97
Music,346
Music Composition,9
Music Education,180
Music History,2
Musicology,22
New Media,20
Nondegree,34
Open Studies,5
Painting,25
Photography,28
Regional Planning,19
Sculpture,5
Theatre,176
Urban Planning,126
Voice,26
