,Fall,College,Major Name,Male,Female
3533,1997,LAS,African American Studies,6,2
3534,1997,LAS,Anthropology,27,50
3535,1997,LAS,Applied Mathematics,9,9
3536,1997,LAS,Asian Studies,8,14
3537,1997,LAS,Astronomy,12,6
3538,1997,LAS,Atmospheric Sciences,23,10
3539,1997,LAS,BIOCH,103,97
3540,1997,LAS,Biochemistry,48,35
3541,1997,LAS,Biology,62,52
3542,1997,LAS,Biophysics & Computnl Biology,32,16
3543,1997,LAS,Chemical Engineering,287,164
3544,1997,LAS,Chemical Physics,6,1
3545,1997,LAS,Chemistry,262,153
3546,1997,LAS,Classical Philology,7,1
3547,1997,LAS,Classics,7,3
3548,1997,LAS,Comparative Literature,10,26
3549,1997,LAS,English,48,72
3550,1997,LAS,Entomology,18,11
3551,1997,LAS,French,11,35
3552,1997,LAS,GEN CURR,1093,1279
3553,1997,LAS,Geography,22,16
3554,1997,LAS,Geology,32,19
3555,1997,LAS,German,9,17
3556,1997,LAS,History,78,38
3557,1997,LAS,Italian,0,7
3558,1997,LAS,LAS TCH MATH,4,5
3559,1997,LAS,LATIN AMER ST,1,0
3560,1997,LAS,Linguistics,16,39
3561,1997,LAS,Mathematics,129,39
3562,1997,LAS,Microbiology,37,28
3563,1997,LAS,Molecular & Integrative Physi,31,19
3564,1997,LAS,Neuroscience,31,9
3565,1997,LAS,PRE-JOURN,123,224
3566,1997,LAS,PRE-MED,114,135
3567,1997,LAS,Philosophy,32,9
3568,1997,LAS,Plant Biology,16,21
3569,1997,LAS,Political Science,30,10
3570,1997,LAS,Portuguese,0,3
3571,1997,LAS,Psychology,75,98
3572,1997,LAS,REES,1,3
3573,1997,LAS,Slavic Languages & Literature,8,8
3574,1997,LAS,Sociology,13,29
3575,1997,LAS,Speech Communication,23,35
3576,1997,LAS,TCH BIOL,9,15
3577,1997,LAS,TCH ENGL,16,29
3578,1997,LAS,TCH SOC ST,13,10
3579,1997,LAS,TRANSITION,101,117
3580,1997,LAS,UNCLASS,121,169
3581,1997,LAS,UNCM FR&SO,79,109
