,Fall,College,Major Name,Total,Male,Female
5174,2006,Business,Finance,782,567,214
5170,2006,Business,Business Administration,754,382,372
5172,2006,Business,Curric Unassigned,754,453,300
5171,2006,Business,Business Administration (MBA),329,234,94
5175,2006,Business,Nondegree,32,19,13
5173,2006,Business,Economics,7,6,1
