,Fall,College,Major Name,Male,Female
2313,1991,Fine and Applied Arts,Architectural Studies,380,184
2314,1991,Fine and Applied Arts,Architecture,171,70
2315,1991,Fine and Applied Arts,Art Education,24,63
2316,1991,Fine and Applied Arts,Art History,19,81
2317,1991,Fine and Applied Arts,Art and Design,164,199
2318,1991,Fine and Applied Arts,Crafts,5,11
2319,1991,Fine and Applied Arts,Dance,4,33
2320,1991,Fine and Applied Arts,Graphic Design,57,63
2321,1991,Fine and Applied Arts,Industrial Design,51,25
2322,1991,Fine and Applied Arts,Landscape Architecture,97,52
2323,1991,Fine and Applied Arts,MUS-VOICE,9,32
2324,1991,Fine and Applied Arts,MUSIC(AMS),44,37
2325,1991,Fine and Applied Arts,MUSIC-COMP,12,3
2326,1991,Fine and Applied Arts,MUSIC-INST,40,47
2327,1991,Fine and Applied Arts,MUSIC-OPEN,2,1
2328,1991,Fine and Applied Arts,Music,68,76
2329,1991,Fine and Applied Arts,Music Education,99,135
2330,1991,Fine and Applied Arts,PERFORM ST,4,7
2331,1991,Fine and Applied Arts,Regional Planning,15,7
2332,1991,Fine and Applied Arts,Theatre,15,9
2333,1991,Fine and Applied Arts,UNCLASS,23,27
2334,1991,Fine and Applied Arts,Urban Planning,107,61
