Major Name,Total
BUS EDUC,4
ED POL ST,64
ED SEC&CON,121
EDUC ELEMENTARY,136
EDUC GEN,182
Early Childhood Education,78
Ed Organization and Leadership,96
Educ Voc Tech,68
Educational Psychology,144
Elementary Education,401
Special Education,116
TCH ENGL,64
TCH GEN SCIENCE,5
TCH LIFE SCI,9
TCH PHYS SCI,5
TCH SOC ST,64
TECH ED SP,21
UG NON-DEG,1
