,Fall,College,Major Name,Total,Male,Female
2976,1994,Media,Advertising,259,83,176
2981,1994,Media,News-Editorial,82,33,49
2977,1994,Media,Broadcast Journalism,70,24,46
2978,1994,Media,Communication,39,19,20
2980,1994,Media,Media Studies,34,14,20
2979,1994,Media,Journalism,29,10,19
