,Fall,College,Major Name,Male,Female
924,1984,LAS,Anthropology,32,27
925,1984,LAS,Asian Studies,6,11
926,1984,LAS,Astronomy,16,2
927,1984,LAS,Atmospheric Sciences,16,6
928,1984,LAS,BIOCH,70,44
929,1984,LAS,Biochemistry,64,30
930,1984,LAS,Biology,94,81
931,1984,LAS,Biophysics & Computnl Biology,22,7
932,1984,LAS,Chemical Engineering,365,114
933,1984,LAS,Chemical Physics,5,1
934,1984,LAS,Chemistry,394,143
935,1984,LAS,Classical Philology,8,3
936,1984,LAS,Classics,4,1
937,1984,LAS,Comparative Literature,15,21
938,1984,LAS,English,51,63
939,1984,LAS,Entomology,29,8
940,1984,LAS,French,9,31
941,1984,LAS,GEN CURR,916,1314
942,1984,LAS,Genetics,2,2
943,1984,LAS,Geography,21,14
944,1984,LAS,Geology,68,25
945,1984,LAS,German,12,15
946,1984,LAS,HR&FS,1,43
947,1984,LAS,History,55,26
948,1984,LAS,Italian,1,5
949,1984,LAS,LAS TCH MATH,1,2
950,1984,LAS,Linguistics,36,40
951,1984,LAS,Mathematics,135,46
952,1984,LAS,Microbiology,42,23
953,1984,LAS,Molecular & Integrative Physi,35,19
954,1984,LAS,PRE-JOURN,86,248
955,1984,LAS,PRE-MED,129,146
956,1984,LAS,PUB ADMIN,5,6
957,1984,LAS,Philosophy,33,3
958,1984,LAS,Plant Biology,14,13
959,1984,LAS,Political Science,32,11
960,1984,LAS,Psychology,92,97
961,1984,LAS,SOCIAL SCI,2,1
962,1984,LAS,Slavic Languages & Literature,7,12
963,1984,LAS,Sociology,23,16
964,1984,LAS,Speech Communication,21,27
965,1984,LAS,TCH BIOL,5,22
966,1984,LAS,TCH ENGL,13,30
967,1984,LAS,TCH GEOGR,1,0
968,1984,LAS,TCH SOC ST,5,1
969,1984,LAS,TCH SPEECH,1,7
970,1984,LAS,TEACH CS,2,0
971,1984,LAS,UNCLASS,72,113
972,1984,LAS,UNCM FR&SO,45,43
