,Fall,College,Major Name,Male,Female
2392,1991,VetMed,VMS - Veterinary Biosciences,29,12
2393,1991,VetMed,VMS - Veterinary Pathobiology,17,8
2394,1991,VetMed,VMS-Veterinary Clinical Medcne,11,12
2395,1991,VetMed,Veterinary Medicine,121,200
