,Fall,College,Major Name,Male,Female
2581,1992,Media,Advertising,75,162
2582,1992,Media,Broadcast Journalism,16,52
2583,1992,Media,Communication,20,12
2584,1992,Media,Journalism,13,12
2585,1992,Media,Media Studies,11,19
2586,1992,Media,News-Editorial,48,63
