,Fall,College,Major Name,Male,Female
2335,1991,LAS,African American Studies,3,0
2336,1991,LAS,Anthropology,37,50
2337,1991,LAS,Applied Mathematics,10,14
2338,1991,LAS,Asian Studies,4,15
2339,1991,LAS,Astronomy,14,4
2340,1991,LAS,Atmospheric Sciences,22,4
2341,1991,LAS,BIOCH,86,62
2342,1991,LAS,Biochemistry,63,39
2343,1991,LAS,Biology,96,57
2344,1991,LAS,Biophysics & Computnl Biology,29,18
2345,1991,LAS,Chemical Engineering,281,133
2346,1991,LAS,Chemical Physics,8,1
2347,1991,LAS,Chemistry,336,117
2348,1991,LAS,Classical Philology,3,2
2349,1991,LAS,Classics,10,7
2350,1991,LAS,Comparative Literature,14,21
2351,1991,LAS,English,63,79
2352,1991,LAS,Entomology,12,12
2353,1991,LAS,French,19,46
2354,1991,LAS,GEN CURR,1041,1130
2355,1991,LAS,Geography,29,20
2356,1991,LAS,Geology,37,13
2357,1991,LAS,German,16,18
2358,1991,LAS,History,105,45
2359,1991,LAS,Italian,0,5
2360,1991,LAS,LAS TCH MATH,5,12
2361,1991,LAS,Linguistics,44,55
2362,1991,LAS,Mathematics,158,47
2363,1991,LAS,Microbiology,43,26
2364,1991,LAS,Molecular & Integrative Physi,36,25
2365,1991,LAS,PRE-JOURN,183,325
2366,1991,LAS,PRE-MED,91,81
2367,1991,LAS,Philosophy,30,8
2368,1991,LAS,Plant Biology,11,16
2369,1991,LAS,Political Science,48,29
2370,1991,LAS,Portuguese,0,5
2371,1991,LAS,Psychology,99,96
2372,1991,LAS,Slavic Languages & Literature,17,9
2373,1991,LAS,Sociology,21,27
2374,1991,LAS,Speech Communication,24,33
2375,1991,LAS,TCH BIOL,9,20
2376,1991,LAS,TCH ENGL,21,53
2377,1991,LAS,TCH RUSS,2,2
2378,1991,LAS,TCH SOC ST,14,26
2379,1991,LAS,TCH SPEECH,0,2
2380,1991,LAS,TEACH CS,4,1
2381,1991,LAS,UNCLASS,98,112
2382,1991,LAS,UNCM FR&SO,120,139
