,Fall,College,Major Name,Male,Female
4113,2000,Fine and Applied Arts,Architectural Studies,300,212
4114,2000,Fine and Applied Arts,Architecture,94,55
4115,2000,Fine and Applied Arts,Art Education,23,81
4116,2000,Fine and Applied Arts,Art History,14,52
4117,2000,Fine and Applied Arts,Art and Design,379,160
4118,2000,Fine and Applied Arts,Crafts,11,25
4119,2000,Fine and Applied Arts,Dance,6,70
4120,2000,Fine and Applied Arts,Graphic Design,37,63
4121,2000,Fine and Applied Arts,Industrial Design,47,32
4122,2000,Fine and Applied Arts,Landscape Architecture,87,59
4123,2000,Fine and Applied Arts,MUS-VOICE,9,34
4124,2000,Fine and Applied Arts,MUSIC(AMS),50,41
4125,2000,Fine and Applied Arts,MUSIC-COMP,7,1
4126,2000,Fine and Applied Arts,MUSIC-INST,44,59
4127,2000,Fine and Applied Arts,MUSIC-OPEN,0,1
4128,2000,Fine and Applied Arts,Music,76,83
4129,2000,Fine and Applied Arts,Music Education,110,162
4130,2000,Fine and Applied Arts,Music History,1,6
4131,2000,Fine and Applied Arts,PERFORM ST,14,28
4132,2000,Fine and Applied Arts,Regional Planning,12,10
4133,2000,Fine and Applied Arts,Theatre,22,27
4134,2000,Fine and Applied Arts,UNCLASS,13,18
4135,2000,Fine and Applied Arts,Urban Planning,84,63
