,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
3794,1998,Media,Advertising,275,91,184,232,43
3799,1998,Media,News-Editorial,108,44,64,98,10
3795,1998,Media,Broadcast Journalism,81,23,58,77,4
3798,1998,Media,Media Studies,51,23,28,46,5
3796,1998,Media,Communication,33,14,19,10,23
3797,1998,Media,Journalism,24,10,14,13,11
