Major Name,Total
Architectural Studies,547
Architecture,208
Art Education,108
Art Foundation,139
Art History,38
Art and Design,43
Crafts,22
Dance,78
Graphic Design,78
History of Art,8
Industrial Design,102
Instrumental Music,118
Jazz Performance,21
Landscape Architecture,147
Music,336
Music Composition,8
Music Education,250
Music History,2
Musicology,20
Nondegree,23
Open Studies,9
Painting,41
Photography,35
Regional Planning,20
Sculpture,12
Theatre,182
Urban Planning,164
Voice,25
