Major Name,Total
Architectural Studies,617
Architecture,222
Art Education,73
Art History,78
Art and Design,383
Crafts,19
Dance,50
Graphic Design,120
Industrial Design,96
Landscape Architecture,138
MUS-VOICE,44
MUSIC(AMS),75
MUSIC-COMP,4
MUSIC-INST,81
Music,158
Music Education,290
Music History,4
PERFORM ST,12
Regional Planning,13
Theatre,47
UNCLASS,50
Urban Planning,150
