,Fall,College,Major Name,Total,Male,Female
1661,1988,Business,Accountancy,1136,554,582
1662,1988,Business,Business Administration,1022,631,391
1666,1988,Business,Finance,698,420,278
1671,1988,Business,UNASSIGNED,682,379,303
1664,1988,Business,Computer Science,397,342,55
1665,1988,Business,Economics,236,178,58
1668,1988,Business,MARKETING,168,60,108
1670,1988,Business,Theatre,119,60,59
1669,1988,Business,Teaching of Spanish,31,4,27
1663,1988,Business,COM TEACH,1,0,1
