,Fall,College,Major Name,Male,Female
3122,1995,LAS,African American Studies,7,2
3123,1995,LAS,Anthropology,40,47
3124,1995,LAS,Applied Mathematics,6,9
3125,1995,LAS,Asian Studies,15,16
3126,1995,LAS,Astronomy,13,5
3127,1995,LAS,Atmospheric Sciences,24,8
3128,1995,LAS,BIOCH,115,96
3129,1995,LAS,Biochemistry,50,45
3130,1995,LAS,Biology,73,63
3131,1995,LAS,Biophysics & Computnl Biology,32,18
3132,1995,LAS,Chemical Engineering,330,145
3133,1995,LAS,Chemical Physics,11,1
3134,1995,LAS,Chemistry,334,157
3135,1995,LAS,Classical Philology,9,4
3136,1995,LAS,Classics,6,4
3137,1995,LAS,Comparative Literature,12,19
3138,1995,LAS,English,48,70
3139,1995,LAS,Entomology,17,23
3140,1995,LAS,French,15,39
3141,1995,LAS,GEN CURR,1082,1364
3142,1995,LAS,Geography,27,15
3143,1995,LAS,Geology,39,27
3144,1995,LAS,German,15,22
3145,1995,LAS,History,84,39
3146,1995,LAS,Italian,0,5
3147,1995,LAS,LAS TCH MATH,2,4
3148,1995,LAS,Linguistics,30,51
3149,1995,LAS,Mathematics,148,48
3150,1995,LAS,Microbiology,51,28
3151,1995,LAS,Molecular & Integrative Physi,32,19
3152,1995,LAS,Neuroscience,25,8
3153,1995,LAS,PRE-JOURN,112,204
3154,1995,LAS,PRE-MED,138,155
3155,1995,LAS,Philosophy,34,10
3156,1995,LAS,Plant Biology,18,23
3157,1995,LAS,Political Science,45,17
3158,1995,LAS,Portuguese,2,3
3159,1995,LAS,Psychology,84,121
3160,1995,LAS,REES,3,3
3161,1995,LAS,Slavic Languages & Literature,8,12
3162,1995,LAS,Sociology,17,33
3163,1995,LAS,Speech Communication,27,36
3164,1995,LAS,TCH BIOL,7,14
3165,1995,LAS,TCH ENGL,24,50
3166,1995,LAS,TCH SOC ST,20,13
3167,1995,LAS,TCH SPEECH,0,5
3168,1995,LAS,TEACH CS,2,1
3169,1995,LAS,TRANSITION,102,122
3170,1995,LAS,UNCLASS,112,134
3171,1995,LAS,UNCM FR&SO,101,101
