Major Name,Total
ED POL ST,65
ED SEC&CON,66
EDUC ELEMENTARY,77
EDUC GEN,218
Early Childhood Education,53
Ed Organization and Leadership,130
Educ Voc Tech,83
Educational Psychology,113
Elementary Education,230
Secondary & Continuing Educ,27
Special Education,97
TCH ENGL IN MN,11
TCH ENGL OUT MN,37
TCH GEN SCIENCE,7
TCH LIFE SCI,3
TCH PS CHEM,5
TCH PS PHYSICS,1
TCH SOC ST IN,26
TCH SOC ST OUT,25
TECH ED INDUST,1
TECH ED LAW ENF,1
UG NON-DEG,1
