,Fall,College,Major Name,Male,Female
5555,2008,Business,Business Administration,120,134
5556,2008,Business,Business Administration (MBA),258,94
5557,2008,Business,Business Process Management,3,3
5558,2008,Business,Curric Unassigned,652,487
5559,2008,Business,Finance,496,230
5560,2008,Business,Information Sys & Info Tech,19,6
5561,2008,Business,Management,41,43
5562,2008,Business,Marketing,39,63
5563,2008,Business,Nondegree,24,13
5564,2008,Business,Supply Chain Management,16,8
5565,2008,Business,Technology Management,31,18
