,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
2776,1993,Media,Advertising,235,75,160,209,26
2781,1993,Media,News-Editorial,99,42,57,93,6
2777,1993,Media,Broadcast Journalism,68,21,47,62,6
2778,1993,Media,Communication,37,20,17,13,24
2780,1993,Media,Media Studies,35,14,21,33,2
2779,1993,Media,Journalism,28,13,15,19,9
