,Fall,College,Major Name,Total,Male,Female
7467,2016,Media,Journalism,209,76,133
7468,2016,Media,Media and Cinema Studies,97,38,59
7464,2016,Media,Broadcast Journalism,58,24,34
7466,2016,Media,Communications and Media,45,14,31
7463,2016,Media,Agricultural Communications,38,8,30
7469,2016,Media,News-Editorial,37,11,26
7470,2016,Media,Nondegree,21,9,12
7465,2016,Media,Communications,1,0,1
