,Fall,College,Major Name,Male,Female
4008,2000,ACES,Agr & Consumer Economics,212,104
4009,2000,ACES,Agr & Environmental Cmc & Educ,41,84
4010,2000,ACES,Agr Engineering & Agr Science,43,6
4011,2000,ACES,Agricultural & Applied Econ,15,9
4012,2000,ACES,Agronomy,5,4
4013,2000,ACES,Animal Sciences,171,409
4014,2000,ACES,CFTM-CNSMR&TXTL,12,98
4015,2000,ACES,CFTM-MKT&PRICE,17,10
4016,2000,ACES,Crop Sciences,109,47
4017,2000,ACES,Food Science & Human Nutrition,96,274
4018,2000,ACES,Forestry,24,5
4019,2000,ACES,H DVL-FAM,0,1
4020,2000,ACES,HDFS-CH&AD DEV,4,143
4021,2000,ACES,HDFS-FS,4,57
4022,2000,ACES,HORT -- P&M,45,57
4023,2000,ACES,HORT--HORT SCI,5,5
4024,2000,ACES,HU DEV&FAM,1,4
4025,2000,ACES,Horticulture,4,3
4026,2000,ACES,Human & Community Development,6,17
4027,2000,ACES,INTRSRCCNSECON,0,1
4028,2000,ACES,IRCE-CONS EC&F,51,25
4029,2000,ACES,IRCE-E&NR MGMT,4,4
4030,2000,ACES,IRCE-INDCURRIC,7,1
4031,2000,ACES,"IRCE-POL,TRD,DV",20,22
4032,2000,ACES,NRES - SOILS,1,2
4033,2000,ACES,NRES-BIOL SCI,64,64
4034,2000,ACES,NRES-ENV S W,6,2
4035,2000,ACES,NRES-F & W CONS,8,0
4036,2000,ACES,NRES-SOC SCI,24,40
4037,2000,ACES,Natural Resrcs & Environ Sci,65,43
4038,2000,ACES,Nondegree,0,2
4039,2000,ACES,Nutritional Sciences,13,22
4040,2000,ACES,ORN HORT,0,1
4041,2000,ACES,PLANT PATH,4,1
4042,2000,ACES,Physics,269,33
4043,2000,ACES,REST MGMT,0,1
4044,2000,ACES,"Recreation, Sport, and Tourism ",76,28
4045,2000,ACES,Spanish,23,26
4046,2000,ACES,Speech & Hearing Science,7,210
4047,2000,ACES,Statistics,4,9
4048,2000,ACES,Teaching of Biological Science,0,3
4049,2000,ACES,Teaching of Chemistry,2,2
4050,2000,ACES,Teaching of Earth Science,2,0
4051,2000,ACES,Teaching of English Sec Lang,26,55
4052,2000,ACES,Teaching of French,0,9
4053,2000,ACES,Teaching of German,1,0
4054,2000,ACES,Teaching of Latin,0,1
4055,2000,ACES,Teaching of Mathematics,1,1
