,Fall,College,Major Name,Total,Male,Female
3584,1997,Media,Advertising,273,113,160
3589,1997,Media,News-Editorial,99,48,51
3585,1997,Media,Broadcast Journalism,76,22,54
3586,1997,Media,Communication,36,14,22
3588,1997,Media,Media Studies,32,16,16
3587,1997,Media,Journalism,24,13,11
