,Fall,College,Major Name,Male,Female
5752,2009,Aviation,Aviation Human Factors,118,10
5753,2009,Aviation,Human Factors,3,8
5754,2009,Aviation,Nondegree,1,0
5755,2009,Aviation,Professional Pilot,33,3
