,Fall,College,Major Name,Male,Female
3921,1999,Fine and Applied Arts,Architectural Studies,328,207
3922,1999,Fine and Applied Arts,Architecture,91,52
3923,1999,Fine and Applied Arts,Art Education,31,94
3924,1999,Fine and Applied Arts,Art History,15,47
3925,1999,Fine and Applied Arts,Art and Design,404,167
3926,1999,Fine and Applied Arts,Crafts,8,26
3927,1999,Fine and Applied Arts,Dance,8,64
3928,1999,Fine and Applied Arts,Graphic Design,41,68
3929,1999,Fine and Applied Arts,Industrial Design,52,31
3930,1999,Fine and Applied Arts,Landscape Architecture,78,59
3931,1999,Fine and Applied Arts,MUS-VOICE,12,37
3932,1999,Fine and Applied Arts,MUSIC(AMS),43,44
3933,1999,Fine and Applied Arts,MUSIC-COMP,10,2
3934,1999,Fine and Applied Arts,MUSIC-INST,37,72
3935,1999,Fine and Applied Arts,Music,60,86
3936,1999,Fine and Applied Arts,Music Education,111,182
3937,1999,Fine and Applied Arts,Music History,2,2
3938,1999,Fine and Applied Arts,PERFORM ST,10,25
3939,1999,Fine and Applied Arts,Regional Planning,8,10
3940,1999,Fine and Applied Arts,Theatre,18,27
3941,1999,Fine and Applied Arts,UNCLASS,16,19
3942,1999,Fine and Applied Arts,Urban Planning,96,72
