,Fall,College,Major Name,Male,Female
1329,1986,LAS,Anthropology,36,35
1330,1986,LAS,Applied Mathematics,16,11
1331,1986,LAS,Asian Studies,5,8
1332,1986,LAS,Astronomy,16,3
1333,1986,LAS,Atmospheric Sciences,22,6
1334,1986,LAS,BIOCH,91,62
1335,1986,LAS,Biochemistry,73,36
1336,1986,LAS,Biology,87,76
1337,1986,LAS,Biophysics & Computnl Biology,27,7
1338,1986,LAS,Chemical Engineering,329,111
1339,1986,LAS,Chemical Physics,5,0
1340,1986,LAS,Chemistry,366,156
1341,1986,LAS,Classical Philology,5,2
1342,1986,LAS,Classics,8,2
1343,1986,LAS,Comparative Literature,14,19
1344,1986,LAS,English,54,60
1345,1986,LAS,Entomology,30,9
1346,1986,LAS,French,12,32
1347,1986,LAS,GEN CURR,956,1313
1348,1986,LAS,Genetics,2,0
1349,1986,LAS,Geography,29,11
1350,1986,LAS,Geology,59,19
1351,1986,LAS,German,20,8
1352,1986,LAS,HR&FS,0,15
1353,1986,LAS,History,57,35
1354,1986,LAS,Italian,3,6
1355,1986,LAS,LAS TCH MATH,5,5
1356,1986,LAS,Linguistics,39,40
1357,1986,LAS,Mathematics,127,40
1358,1986,LAS,Microbiology,38,22
1359,1986,LAS,Molecular & Integrative Physi,36,13
1360,1986,LAS,PRE-JOURN,151,389
1361,1986,LAS,PRE-MED,101,109
1362,1986,LAS,PUB ADMIN,5,1
1363,1986,LAS,Philosophy,31,9
1364,1986,LAS,Plant Biology,11,17
1365,1986,LAS,Political Science,35,14
1366,1986,LAS,Psychology,109,93
1367,1986,LAS,Slavic Languages & Literature,10,15
1368,1986,LAS,Sociology,17,21
1369,1986,LAS,Speech Communication,19,20
1370,1986,LAS,TCH BIOL,6,22
1371,1986,LAS,TCH ENGL,10,31
1372,1986,LAS,TCH RUSS,0,1
1373,1986,LAS,TCH SOC ST,8,3
1374,1986,LAS,TCH SPEECH,1,7
1375,1986,LAS,TEACH CS,5,1
1376,1986,LAS,UNCLASS,77,103
1377,1986,LAS,UNCM FR&SO,85,88
