,Fall,College,Major Name,Male,Female
4201,2001,ACES,Agr & Consumer Economics,223,103
4202,2001,ACES,Agr & Environmental Cmc & Educ,49,84
4203,2001,ACES,Agr Engineering & Agr Science,47,4
4204,2001,ACES,Agricultural & Applied Econ,3,3
4205,2001,ACES,Agronomy,1,2
4206,2001,ACES,Animal Sciences,162,430
4207,2001,ACES,CFTM-CNSMR&TXTL,17,99
4208,2001,ACES,CFTM-MKT&PRICE,6,7
4209,2001,ACES,"CMDTY,FD,TXTL M",3,12
4210,2001,ACES,Crop Sciences,94,59
4211,2001,ACES,Food Science & Human Nutrition,93,269
4212,2001,ACES,Forestry,22,3
4213,2001,ACES,H DVL-FAM,0,1
4214,2001,ACES,HDFS-CH&AD DEV,4,136
4215,2001,ACES,HDFS-FS,6,69
4216,2001,ACES,HORT -- P&M,43,49
4217,2001,ACES,HORT--HORT SCI,5,5
4218,2001,ACES,HU DEV&FAM,0,3
4219,2001,ACES,Horticulture,2,3
4220,2001,ACES,Human & Community Development,4,21
4221,2001,ACES,IRCE-CONS EC&F,59,31
4222,2001,ACES,IRCE-E&NR MGMT,2,4
4223,2001,ACES,IRCE-INDCURRIC,4,3
4224,2001,ACES,"IRCE-POL,TRD,DV",17,19
4225,2001,ACES,NRES-BIOL SCI,54,50
4226,2001,ACES,NRES-ENV S W,7,4
4227,2001,ACES,NRES-F & W CONS,17,9
4228,2001,ACES,NRES-SOC SCI,36,43
4229,2001,ACES,Natural Resrcs & Environ Sci,74,59
4230,2001,ACES,Nondegree,9,8
4231,2001,ACES,Nutritional Sciences,10,24
4232,2001,ACES,ORN HORT,0,1
4233,2001,ACES,PLANT PATH,0,1
4234,2001,ACES,Physics,267,40
4235,2001,ACES,"Recreation, Sport, and Tourism ",81,25
4236,2001,ACES,Spanish,19,34
4237,2001,ACES,Speech & Hearing Science,7,241
4238,2001,ACES,Statistics,7,14
4239,2001,ACES,Teaching of Biological Science,0,2
4240,2001,ACES,Teaching of Chemistry,1,4
4241,2001,ACES,Teaching of Earth Science,3,0
4242,2001,ACES,Teaching of English Sec Lang,20,44
4243,2001,ACES,Teaching of French,0,10
4244,2001,ACES,Teaching of Latin,0,1
4245,2001,ACES,Teaching of Mathematics,0,1
