,Fall,College,Major Name,Total,Male,Female
1262,1986,Business,Accountancy,1081,520,561
1263,1986,Business,Business Administration,947,534,413
1266,1986,Business,Finance,664,369,295
1270,1986,Business,UNASSIGNED,651,313,338
1264,1986,Business,Computer Science,411,347,64
1267,1986,Business,MARKETING,228,72,156
1265,1986,Business,Economics,213,173,40
1269,1986,Business,Theatre,104,52,52
1268,1986,Business,Teaching of Spanish,28,4,24
