,Fall,College,Major Name,Male,Female
2457,1992,Aviation,Air Systems,12,0
2458,1992,Aviation,Nondegree,14,3
2459,1992,Aviation,PP/AS,76,8
2460,1992,Aviation,Professional Pilot,78,21
