Major Name,Total
Aero & Astro Engineering,343
Agricultural Engineering,114
CER ENGR,2
Civil Engineering,791
Computer Engineering,783
Computer Science,777
ENGR MECH,20
ENGR NONDEGREE,4
ENGR PHYS,63
ENV ENGR,64
ENV SCI,12
Electrical Engineering,1282
GEN ENGR,429
Industrial Engineering,148
MATSCI&ENG,193
METAL ENGR,2
Materials Science & Engr,105
Mechanical Engineering,929
Nuclear Engineering,84
Theoretical & Applied Mechans,61
