,Fall,College,Major Name,Total,Male,Female
7694,2017,Media,Journalism,239,84,155
7695,2017,Media,Media and Cinema Studies,98,39,59
7693,2017,Media,Communications and Media,47,15,32
7698,2017,Media,Strategic Brand Communication,23,5,18
7697,2017,Media,Nondegree,21,9,12
7690,2017,Media,Agricultural Communications,13,4,9
7691,2017,Media,Broadcast Journalism,12,8,4
7696,2017,Media,News-Editorial,5,1,4
7692,2017,Media,Communications,2,0,2
