,Fall,College,Major Name,Male,Female
7290,2016,Business,Business Administration,41,47
7291,2016,Business,Business Administration (MBA),168,86
7292,2016,Business,Business Process Management,20,20
7293,2016,Business,Curric Unassigned,581,434
7294,2016,Business,Finance,445,276
7295,2016,Business,Information Sys & Info Tech,48,35
7296,2016,Business,Management,35,73
7297,2016,Business,Marketing,88,142
7298,2016,Business,Nondegree,54,44
7299,2016,Business,Supply Chain Management,28,57
7300,2016,Business,Taxation,9,15
7301,2016,Business,Technology Management,77,42
