,Fall,College,Major Name,Male,Female
2788,1994,ACES,Agr & Environmental Cmc & Educ,4,1
2789,1994,ACES,Agricultural & Applied Econ,367,91
2790,1994,ACES,Agricultural Communications,23,51
2791,1994,ACES,Agricultural Education,12,8
2792,1994,ACES,Agricultural Engineering,84,13
2793,1994,ACES,Agricultural Sciences,20,16
2794,1994,ACES,Agronomy,104,44
2795,1994,ACES,Animal Sciences,218,258
2796,1994,ACES,CONSM ECON,14,24
2797,1994,ACES,CORE CURR,34,9
2798,1994,ACES,DIETETICS,3,77
2799,1994,ACES,EXT EDUC,1,4
2800,1994,ACES,FAM&CON EC,2,5
2801,1994,ACES,Food Science & Human Nutrition,69,176
2802,1994,ACES,Forestry,99,105
2803,1994,ACES,GEN AGR,1,1
2804,1994,ACES,GEN H ECON,0,1
2805,1994,ACES,H DVL-FAM,15,146
2806,1994,ACES,HR&FS A&ID,1,14
2807,1994,ACES,HU DEV&FAM,4,27
2808,1994,ACES,Horticulture,44,25
2809,1994,ACES,INT DSGN,0,1
2810,1994,ACES,MKT TEXT&A,4,73
2811,1994,ACES,Mechanical Agriculture,74,0
2812,1994,ACES,Nutritional Sciences,19,34
2813,1994,ACES,ORN HORT,49,37
2814,1994,ACES,PLANT PATH,22,10
2815,1994,ACES,Physics,278,25
2816,1994,ACES,REST MGMT,26,35
2817,1994,ACES,SOIL SCI,5,0
2818,1994,ACES,Secondary Education,16,16
2819,1994,ACES,Spanish,17,32
2820,1994,ACES,Speech & Hearing Science,6,197
2821,1994,ACES,Statistics,19,8
2822,1994,ACES,TEXT-APPRL,1,17
2823,1994,ACES,Teaching of Biological Science,5,4
2824,1994,ACES,Teaching of Chemistry,9,9
2825,1994,ACES,Teaching of Earth Science,0,3
2826,1994,ACES,Teaching of English Sec Lang,14,75
2827,1994,ACES,Teaching of French,0,14
2828,1994,ACES,Teaching of German,0,2
2829,1994,ACES,Teaching of Mathematics,21,17
2830,1994,ACES,Teaching of Physics,3,3
