,Fall,College,Major Name,Male,Female
2702,1993,Fine and Applied Arts,Architectural Studies,326,162
2703,1993,Fine and Applied Arts,Architecture,138,56
2704,1993,Fine and Applied Arts,Art Education,31,70
2705,1993,Fine and Applied Arts,Art History,15,96
2706,1993,Fine and Applied Arts,Art and Design,193,208
2707,1993,Fine and Applied Arts,Crafts,7,24
2708,1993,Fine and Applied Arts,Dance,7,45
2709,1993,Fine and Applied Arts,Graphic Design,50,65
2710,1993,Fine and Applied Arts,Industrial Design,43,25
2711,1993,Fine and Applied Arts,Landscape Architecture,74,63
2712,1993,Fine and Applied Arts,MUS-VOICE,16,32
2713,1993,Fine and Applied Arts,MUSIC(AMS),49,27
2714,1993,Fine and Applied Arts,MUSIC-COMP,7,2
2715,1993,Fine and Applied Arts,MUSIC-INST,32,55
2716,1993,Fine and Applied Arts,MUSIC-OPEN,1,3
2717,1993,Fine and Applied Arts,Music,59,78
2718,1993,Fine and Applied Arts,Music Education,120,146
2719,1993,Fine and Applied Arts,Music History,2,1
2720,1993,Fine and Applied Arts,PERFORM ST,6,6
2721,1993,Fine and Applied Arts,Regional Planning,19,10
2722,1993,Fine and Applied Arts,Theatre,21,12
2723,1993,Fine and Applied Arts,UNCLASS,18,34
2724,1993,Fine and Applied Arts,Urban Planning,104,67
