,Fall,College,Major Name,Male,Female
193,1981,ACES,Agr & Environmental Cmc & Educ,4,1
194,1981,ACES,Agricultural & Applied Econ,289,60
195,1981,ACES,Agricultural Communications,21,51
196,1981,ACES,Agricultural Education,17,3
197,1981,ACES,Agricultural Engineering,82,7
198,1981,ACES,Agricultural Sciences,52,23
199,1981,ACES,Agronomy,156,45
200,1981,ACES,Animal Sciences,252,246
201,1981,ACES,Application Design,0,7
202,1981,ACES,CORE CURR,112,43
203,1981,ACES,DAIRY SCI,46,21
204,1981,ACES,DIETETICS,1,33
205,1981,ACES,EXT EDUC,5,9
206,1981,ACES,FAM&CON EC,0,13
207,1981,ACES,Food Science & Human Nutrition,77,127
208,1981,ACES,Forestry,91,28
209,1981,ACES,GEN AGR,37,10
210,1981,ACES,GEN AGRIC,1,0
211,1981,ACES,GEN H ECON,0,7
212,1981,ACES,H DVL-FAM,1,39
213,1981,ACES,HOME ECON,0,151
214,1981,ACES,HOME MGMT,0,1
215,1981,ACES,HR&FS,0,2
216,1981,ACES,HR&FS A&ID,0,3
217,1981,ACES,HR&FS GEN,0,8
218,1981,ACES,HU DEV&FAM,0,13
219,1981,ACES,Horticulture,33,26
220,1981,ACES,INST MGMT,1,7
221,1981,ACES,INT DSGN,9,159
222,1981,ACES,Industrial Agriculture,57,16
223,1981,ACES,MKT TEXT&A,2,96
224,1981,ACES,Mechanical Agriculture,49,0
225,1981,ACES,Nutritional Sciences,14,29
226,1981,ACES,ORN HORT,61,44
227,1981,ACES,PLANT PATH,30,10
228,1981,ACES,Physics,325,31
229,1981,ACES,REST MGMT,33,19
230,1981,ACES,Secondary Education,8,12
231,1981,ACES,Spanish,16,33
232,1981,ACES,Speech & Hearing Science,11,128
233,1981,ACES,Statistics,7,3
234,1981,ACES,TEXT-APPRL,0,11
235,1981,ACES,Teaching of Chemistry,5,4
236,1981,ACES,Teaching of English Sec Lang,14,62
237,1981,ACES,Teaching of French,1,11
238,1981,ACES,Teaching of German,1,6
239,1981,ACES,Teaching of Latin,1,1
240,1981,ACES,Teaching of Mathematics,6,14
241,1981,ACES,Teaching of Physics,0,1
242,1981,ACES,VOC H E ED,0,27
243,1981,ACES,Wood Sciences,5,0
