,Fall,College,Major Name,Male,Female
4136,2000,LAS,Actuarial Science,3,0
4137,2000,LAS,African American Studies,6,5
4138,2000,LAS,Anthropology,24,40
4139,2000,LAS,Applied Mathematics,5,6
4140,2000,LAS,Asian Studies,8,19
4141,2000,LAS,Astronomy,15,7
4142,2000,LAS,Atmospheric Sciences,15,12
4143,2000,LAS,BIOCH,86,70
4144,2000,LAS,Biochemistry,49,35
4145,2000,LAS,Biology,40,30
4146,2000,LAS,Biophysics & Computnl Biology,38,15
4147,2000,LAS,CELL & STR BIOL,30,16
4148,2000,LAS,Chemical Engineering,327,144
4149,2000,LAS,Chemical Physics,3,3
4150,2000,LAS,Chemistry,228,142
4151,2000,LAS,Classical Philology,3,1
4152,2000,LAS,Classics,4,3
4153,2000,LAS,Comparative Literature,6,17
4154,2000,LAS,E Asian Languages & Cultures,0,4
4155,2000,LAS,English,44,70
4156,2000,LAS,Entomology,18,11
4157,2000,LAS,French,4,30
4158,2000,LAS,GEN CURR,1233,1226
4159,2000,LAS,Geography,20,13
4160,2000,LAS,Geology,34,20
4161,2000,LAS,German,11,12
4162,2000,LAS,History,62,36
4163,2000,LAS,Italian,0,3
4164,2000,LAS,LATIN AMER ST,2,3
4165,2000,LAS,Linguistics,26,44
4166,2000,LAS,Mathematics,122,51
4167,2000,LAS,Microbiology,26,26
4168,2000,LAS,Molecular & Integrative Physi,25,15
4169,2000,LAS,Neuroscience,29,11
4170,2000,LAS,PRE-JOURN,185,402
4171,2000,LAS,PRE-MED,100,141
4172,2000,LAS,Philosophy,36,6
4173,2000,LAS,Plant Biology,14,12
4174,2000,LAS,Political Science,24,10
4175,2000,LAS,Portuguese,1,2
4176,2000,LAS,Psychology,68,100
4177,2000,LAS,REES,3,1
4178,2000,LAS,Slavic Languages & Literature,6,2
4179,2000,LAS,Sociology,21,26
4180,2000,LAS,Speech Communication,20,31
4181,2000,LAS,TCH ENGL,0,1
4182,2000,LAS,TRANSITION,94,111
4183,2000,LAS,UNCLASS,62,103
4184,2000,LAS,UNCM FR&SO,94,96
