,Fall,College,Major Name,Male,Female
5216,2006,Fine and Applied Arts,Architectural Studies,310,215
5217,2006,Fine and Applied Arts,Architecture,140,92
5218,2006,Fine and Applied Arts,Art Education,18,90
5219,2006,Fine and Applied Arts,Art Foundation,50,80
5220,2006,Fine and Applied Arts,Art History,5,30
5221,2006,Fine and Applied Arts,Art and Design,22,18
5222,2006,Fine and Applied Arts,Crafts,6,17
5223,2006,Fine and Applied Arts,Dance,7,62
5224,2006,Fine and Applied Arts,General Curriculum,5,3
5225,2006,Fine and Applied Arts,Graphic Design,26,49
5226,2006,Fine and Applied Arts,History of Art,0,16
5227,2006,Fine and Applied Arts,Industrial Design,54,46
5228,2006,Fine and Applied Arts,Instrumental Music,61,74
5229,2006,Fine and Applied Arts,Landscape Architecture,84,67
5230,2006,Fine and Applied Arts,Music,146,170
5231,2006,Fine and Applied Arts,Music Composition,10,2
5232,2006,Fine and Applied Arts,Music Education,119,134
5233,2006,Fine and Applied Arts,Music History,1,1
5234,2006,Fine and Applied Arts,Musicology,3,6
5235,2006,Fine and Applied Arts,Nondegree,14,16
5236,2006,Fine and Applied Arts,Open Studies,18,4
5237,2006,Fine and Applied Arts,Painting,17,29
5238,2006,Fine and Applied Arts,Photography,13,19
5239,2006,Fine and Applied Arts,Regional Planning,14,12
5240,2006,Fine and Applied Arts,Sculpture,7,5
5241,2006,Fine and Applied Arts,Theatre,88,98
5242,2006,Fine and Applied Arts,Urban Planning,117,85
5243,2006,Fine and Applied Arts,Voice,4,17
