,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
5713,2008,Media,News-Editorial,219,64,155,212,7
5708,2008,Media,Broadcast Journalism,138,38,100,126,12
5712,2008,Media,Media Studies,102,31,71,89,13
5709,2008,Media,Communications,49,23,26,11,38
5710,2008,Media,General Curriculum,45,12,33,39,6
5711,2008,Media,Journalism,26,12,14,17,9
5714,2008,Media,Nondegree,1,0,1,0,1
