,Fall,College,Major Name,Male,Female
6716,2013,LAS,African Studies,1,2
6717,2013,LAS,American Civilization,0,1
6718,2013,LAS,Asian Studies,2,0
6719,2013,LAS,Astronomy,38,24
6720,2013,LAS,Atmospheric Sciences,73,43
6721,2013,LAS,Biochemistry,140,85
6722,2013,LAS,Biology,283,336
6723,2013,LAS,Biophysics & Computnl Biology,41,13
6724,2013,LAS,Cell and Developmental Biology,18,25
6725,2013,LAS,Chemical Engineering,534,234
6726,2013,LAS,Chemical Physics,8,1
6727,2013,LAS,Chemistry,495,305
6728,2013,LAS,Classical Philology,6,2
6729,2013,LAS,Classics,17,8
6730,2013,LAS,Communication,343,473
6731,2013,LAS,Comparative Literature,10,15
6732,2013,LAS,Computer Sci & Chemistry,0,1
6733,2013,LAS,Creative Writing,18,23
6734,2013,LAS,E Asian Languages & Cultures,26,53
6735,2013,LAS,"Earth Systems, Env, & Society ",5,6
6736,2013,LAS,"Earth, Soc, Env Sustainability ",66,63
6737,2013,LAS,"Earth, Society, & Environment ",13,18
6738,2013,LAS,East Asian Studies,2,9
6739,2013,LAS,"Ecol, Evol, Conservation Biol ",12,20
6740,2013,LAS,Economics,726,342
6741,2013,LAS,English,162,372
6742,2013,LAS,Entomology,22,22
6743,2013,LAS,European Union Studies,3,5
6744,2013,LAS,French,17,36
6745,2013,LAS,Gender and Women's Studies,2,17
6746,2013,LAS,General Curriculum,95,68
6747,2013,LAS,Geography,28,14
6748,2013,LAS,Geography & Geographic Info Sc,18,0
6749,2013,LAS,Geology,68,32
6750,2013,LAS,German,6,12
6751,2013,LAS,Germanic Lang & Lit,7,6
6752,2013,LAS,Global Studies,67,168
6753,2013,LAS,History,233,145
6754,2013,LAS,History of Art,0,28
6755,2013,LAS,Individual Plans of Study,1,5
6756,2013,LAS,Integrative Biology,177,251
6757,2013,LAS,Interdisciplinary,0,3
6758,2013,LAS,International Studies,1,0
6759,2013,LAS,Italian,4,3
6760,2013,LAS,LAS - Undeclared,53,101
6761,2013,LAS,Latin American Studies,2,10
6762,2013,LAS,Latina/Latino Studies,3,2
6763,2013,LAS,Linguistics,36,68
6764,2013,LAS,Math & Computer Science,132,29
6765,2013,LAS,Mathematics,439,258
6766,2013,LAS,Microbiology,24,28
6767,2013,LAS,Molecular & Integrative Physi,9,10
6768,2013,LAS,Molecular and Cellular Biology,602,573
6769,2013,LAS,Molecular&Cell Bio-undeclared,22,35
6770,2013,LAS,Neuroscience,23,25
6771,2013,LAS,Nondegree,87,96
6772,2013,LAS,Philosophy,65,25
6773,2013,LAS,Physics,292,37
6774,2013,LAS,Plant Biology,24,20
6775,2013,LAS,Political Science,460,256
6776,2013,LAS,Portuguese,1,2
6777,2013,LAS,Psychology,438,947
6778,2013,LAS,Religion,16,6
6779,2013,LAS,Religious Studies,0,1
6780,2013,LAS,Rhetoric,19,41
6781,2013,LAS,Russian & E European Studies,0,1
6782,2013,LAS,Russian Lang & Literature,4,2
6783,2013,LAS,"Russian, E Eur, Eurasian St ",5,5
6784,2013,LAS,S Asian & Middle Eastern St,1,1
6785,2013,LAS,Slavic Languages & Literature,2,14
6786,2013,LAS,Sociology,112,169
6787,2013,LAS,Spanish,49,144
6788,2013,LAS,Speech Communication,2,0
6789,2013,LAS,Statistics,168,92
6790,2013,LAS,Statistics & Computer Science,26,8
6791,2013,LAS,Teaching of Chemistry,1,0
6792,2013,LAS,Teaching of English Sec Lang,16,45
6793,2013,LAS,Teaching of French,0,5
6794,2013,LAS,Teaching of German,0,1
6795,2013,LAS,Teaching of Mathematics,2,2
6796,2013,LAS,Teaching of Spanish,1,6
6797,2013,LAS,Translation and Interpreting,2,5
