,Fall,College,Major Name,Male,Female
3742,1998,LAS,African American Studies,5,5
3743,1998,LAS,Anthropology,22,49
3744,1998,LAS,Applied Mathematics,7,5
3745,1998,LAS,Asian Studies,12,15
3746,1998,LAS,Astronomy,15,6
3747,1998,LAS,Atmospheric Sciences,17,10
3748,1998,LAS,BIOCH,111,99
3749,1998,LAS,Biochemistry,42,38
3750,1998,LAS,Biology,63,40
3751,1998,LAS,Biophysics & Computnl Biology,28,16
3752,1998,LAS,CELL & STR BIOL,7,4
3753,1998,LAS,Chemical Engineering,310,157
3754,1998,LAS,Chemical Physics,3,1
3755,1998,LAS,Chemistry,262,134
3756,1998,LAS,Classical Philology,3,1
3757,1998,LAS,Classics,4,3
3758,1998,LAS,Comparative Literature,5,22
3759,1998,LAS,English,52,81
3760,1998,LAS,Entomology,20,14
3761,1998,LAS,French,13,25
3762,1998,LAS,GEN CURR,1255,1451
3763,1998,LAS,Geography,15,13
3764,1998,LAS,Geology,31,18
3765,1998,LAS,German,10,13
3766,1998,LAS,History,75,41
3767,1998,LAS,Italian,0,4
3768,1998,LAS,LAS TCH MATH,3,3
3769,1998,LAS,LATIN AMER ST,1,2
3770,1998,LAS,Linguistics,17,38
3771,1998,LAS,Mathematics,116,39
3772,1998,LAS,Microbiology,32,24
3773,1998,LAS,Molecular & Integrative Physi,30,16
3774,1998,LAS,Neuroscience,36,9
3775,1998,LAS,PRE-JOURN,100,267
3776,1998,LAS,PRE-MED,101,154
3777,1998,LAS,Philosophy,35,9
3778,1998,LAS,Plant Biology,16,19
3779,1998,LAS,Political Science,32,10
3780,1998,LAS,Portuguese,1,2
3781,1998,LAS,Psychology,74,92
3782,1998,LAS,REES,1,4
3783,1998,LAS,Slavic Languages & Literature,7,5
3784,1998,LAS,Sociology,14,26
3785,1998,LAS,Speech Communication,23,38
3786,1998,LAS,TCH BIOL,5,7
3787,1998,LAS,TCH ENGL,8,17
3788,1998,LAS,TCH SOC ST,9,3
3789,1998,LAS,TRANSITION,88,116
3790,1998,LAS,UNCLASS,99,104
3791,1998,LAS,UNCM FR&SO,79,91
