,Fall,College,Major Name,Male,Female
7129,2015,Fine and Applied Arts,Architectural Studies,220,182
7130,2015,Fine and Applied Arts,Architecture,105,67
7131,2015,Fine and Applied Arts,Art Education,9,33
7132,2015,Fine and Applied Arts,Art Foundation,43,72
7133,2015,Fine and Applied Arts,Art History,1,20
7134,2015,Fine and Applied Arts,Art and Design,13,29
7135,2015,Fine and Applied Arts,Crafts,1,14
7136,2015,Fine and Applied Arts,Dance,13,57
7137,2015,Fine and Applied Arts,Graphic Design,19,75
7138,2015,Fine and Applied Arts,History of Art,0,5
7139,2015,Fine and Applied Arts,Industrial Design,53,79
7140,2015,Fine and Applied Arts,Instrumental Music,33,43
7141,2015,Fine and Applied Arts,Jazz Performance,30,1
7142,2015,Fine and Applied Arts,Landscape Architecture,41,86
7143,2015,Fine and Applied Arts,Music,177,164
7144,2015,Fine and Applied Arts,Music Composition,7,1
7145,2015,Fine and Applied Arts,Music Education,74,106
7146,2015,Fine and Applied Arts,Musicology,10,12
7147,2015,Fine and Applied Arts,New Media,10,7
7148,2015,Fine and Applied Arts,Nondegree,15,15
7149,2015,Fine and Applied Arts,Open Studies,0,3
7150,2015,Fine and Applied Arts,Painting,4,16
7151,2015,Fine and Applied Arts,Photography,1,8
7152,2015,Fine and Applied Arts,Regional Planning,9,6
7153,2015,Fine and Applied Arts,Sculpture,0,1
7154,2015,Fine and Applied Arts,Theatre,72,88
7155,2015,Fine and Applied Arts,Urban Planning,62,80
7156,2015,Fine and Applied Arts,Voice,6,22
