,Fall,College,Major Name,Male,Female
1128,1985,LAS,Anthropology,30,23
1129,1985,LAS,Applied Mathematics,0,2
1130,1985,LAS,Asian Studies,9,4
1131,1985,LAS,Astronomy,16,3
1132,1985,LAS,Atmospheric Sciences,18,6
1133,1985,LAS,BIOCH,69,55
1134,1985,LAS,Biochemistry,76,36
1135,1985,LAS,Biology,87,80
1136,1985,LAS,Biophysics & Computnl Biology,26,5
1137,1985,LAS,Chemical Engineering,328,91
1138,1985,LAS,Chemical Physics,4,0
1139,1985,LAS,Chemistry,384,147
1140,1985,LAS,Classical Philology,6,2
1141,1985,LAS,Classics,8,2
1142,1985,LAS,Comparative Literature,20,25
1143,1985,LAS,English,54,61
1144,1985,LAS,Entomology,30,7
1145,1985,LAS,French,8,37
1146,1985,LAS,GEN CURR,921,1363
1147,1985,LAS,Genetics,2,1
1148,1985,LAS,Geography,29,16
1149,1985,LAS,Geology,58,20
1150,1985,LAS,German,16,14
1151,1985,LAS,HR&FS,1,34
1152,1985,LAS,History,53,30
1153,1985,LAS,Italian,2,4
1154,1985,LAS,LAS TCH MATH,2,4
1155,1985,LAS,Linguistics,37,35
1156,1985,LAS,Mathematics,135,49
1157,1985,LAS,Microbiology,36,23
1158,1985,LAS,Molecular & Integrative Physi,41,18
1159,1985,LAS,PRE-JOURN,118,327
1160,1985,LAS,PRE-MED,118,157
1161,1985,LAS,PUB ADMIN,5,4
1162,1985,LAS,Philosophy,35,7
1163,1985,LAS,Plant Biology,15,16
1164,1985,LAS,Political Science,41,19
1165,1985,LAS,Psychology,98,95
1166,1985,LAS,SOCIAL SCI,1,0
1167,1985,LAS,Slavic Languages & Literature,9,10
1168,1985,LAS,Sociology,18,15
1169,1985,LAS,Speech Communication,21,28
1170,1985,LAS,TCH BIOL,6,17
1171,1985,LAS,TCH ENGL,8,27
1172,1985,LAS,TCH SOC ST,7,3
1173,1985,LAS,TCH SPEECH,1,6
1174,1985,LAS,TEACH CS,5,1
1175,1985,LAS,UNCLASS,82,106
1176,1985,LAS,UNCM FR&SO,77,88
