,Fall,College,Major Name,Male,Female
2136,1990,LAS,Anthropology,36,42
2137,1990,LAS,Applied Mathematics,19,21
2138,1990,LAS,Asian Studies,14,16
2139,1990,LAS,Astronomy,13,3
2140,1990,LAS,Atmospheric Sciences,18,5
2141,1990,LAS,BIOCH,101,60
2142,1990,LAS,Biochemistry,56,43
2143,1990,LAS,Biology,92,49
2144,1990,LAS,Biophysics & Computnl Biology,30,15
2145,1990,LAS,Chemical Engineering,270,125
2146,1990,LAS,Chemical Physics,7,2
2147,1990,LAS,Chemistry,342,145
2148,1990,LAS,Classical Philology,6,2
2149,1990,LAS,Classics,7,8
2150,1990,LAS,Comparative Literature,15,18
2151,1990,LAS,English,53,74
2152,1990,LAS,Entomology,14,13
2153,1990,LAS,French,19,36
2154,1990,LAS,GEN CURR,1089,1095
2155,1990,LAS,Geography,21,18
2156,1990,LAS,Geology,37,11
2157,1990,LAS,German,21,16
2158,1990,LAS,History,84,33
2159,1990,LAS,Italian,0,4
2160,1990,LAS,LAS TCH MATH,3,10
2161,1990,LAS,Linguistics,42,52
2162,1990,LAS,Mathematics,161,43
2163,1990,LAS,Microbiology,39,30
2164,1990,LAS,Molecular & Integrative Physi,34,26
2165,1990,LAS,PRE-JOURN,194,351
2166,1990,LAS,PRE-MED,90,74
2167,1990,LAS,PUB ADMIN,1,0
2168,1990,LAS,Philosophy,28,10
2169,1990,LAS,Plant Biology,7,22
2170,1990,LAS,Political Science,41,18
2171,1990,LAS,Portuguese,0,4
2172,1990,LAS,Psychology,105,90
2173,1990,LAS,Slavic Languages & Literature,11,13
2174,1990,LAS,Sociology,16,29
2175,1990,LAS,Speech Communication,21,32
2176,1990,LAS,TCH BIOL,6,12
2177,1990,LAS,TCH ENGL,21,60
2178,1990,LAS,TCH RUSS,3,2
2179,1990,LAS,TCH SOC ST,9,15
2180,1990,LAS,TCH SPEECH,0,6
2181,1990,LAS,TEACH CS,3,3
2182,1990,LAS,UNCLASS,105,120
2183,1990,LAS,UNCM FR&SO,139,159
