Major Name,Total
Business Administration,47
Business Administration (MBA),401
Business Process Management,32
Curric Unassigned,924
Finance,655
Information Sys & Info Tech,34
Management,111
Marketing,198
Nondegree,83
Supply Chain Management,58
Taxation,31
Technology Management,102
