,Fall,College,Major Name,Total,Male,Female,Illinois,Non-Illinois
5518,2007,Media,News-Editorial,143,46,97,138,5
5515,2007,Media,General Curriculum,133,31,102,124,9
5517,2007,Media,Media Studies,95,31,64,89,6
5513,2007,Media,Broadcast Journalism,75,25,50,71,4
5514,2007,Media,Communications,56,24,32,11,45
5516,2007,Media,Journalism,26,14,12,19,7
5519,2007,Media,Nondegree,1,0,1,1,0
