,Fall,Major Name,Male,Female
1910,1989,Teaching of Physics,4,1
1911,1989,Teaching of Spanish,3,27
1912,1989,Theatre,68,74
1913,1989,Theoretical & Applied Mechans,58,5
1914,1989,UG NON-DEG,0,1
1915,1989,UNASSIGNED,345,278
1916,1989,UNCLASS,109,139
1917,1989,UNCM FR&SO,134,154
1918,1989,Urban Planning,82,61
1919,1989,VMS - Veterinary Biosciences,19,15
1920,1989,VMS - Veterinary Pathobiology,18,8
1921,1989,VMS-Veterinary Clinical Medcne,16,9
1922,1989,VOC H E ED,0,2
1923,1989,Veterinary Medicine,130,190
1924,1990,Accountancy,613,567
1925,1990,Advertising,74,180
1926,1990,Aero & Astro Engineering,430,49
1927,1990,Agr & Environmental Cmc & Educ,4,3
1928,1990,Agricultural & Applied Econ,352,86
1929,1990,Agricultural Communications,23,51
1930,1990,Agricultural Education,5,5
1931,1990,Agricultural Engineering,126,17
1932,1990,Agricultural Sciences,21,16
1933,1990,Agronomy,99,24
1934,1990,Air Systems,13,3
1935,1990,Animal Sciences,201,205
1936,1990,Anthropology,36,42
1937,1990,Applied Mathematics,19,21
1938,1990,Architectural Studies,403,182
1939,1990,Architecture,137,62
1940,1990,Art Education,24,44
1941,1990,Art History,13,68
1942,1990,Art and Design,161,171
1943,1990,Asian Studies,14,16
1944,1990,Astronomy,13,3
1945,1990,Atmospheric Sciences,18,5
1946,1990,BIOCH,101,60
1947,1990,BUS EDUC,7,9
1948,1990,Biochemistry,56,43
1949,1990,Biology,142,101
1950,1990,Biophysics & Computnl Biology,30,15
1951,1990,Broadcast Journalism,21,35
1952,1990,Business Administration,728,436
1953,1990,CER ENGR,179,33
1954,1990,CERAMICS,3,1
1955,1990,COM TEACH,0,1
1956,1990,CONSM ECON,21,36
1957,1990,CORE CURR,38,21
1958,1990,CUR INST 2,1,1
1959,1990,CUR INST#1,7,1
1960,1990,CUR INST#3,5,3
1961,1990,Chemical Engineering,270,125
1962,1990,Chemical Physics,7,2
1963,1990,Chemistry,342,145
1964,1990,Civil Engineering,647,102
1965,1990,Classical Philology,6,2
1966,1990,Classics,7,8
1967,1990,Communication,25,15
1968,1990,Community Health,37,75
1969,1990,Comparative Literature,15,18
1970,1990,Computer Engineering,271,30
1971,1990,Computer Science,668,117
1972,1990,Crafts,7,16
1973,1990,DAIRY SCI,2,1
1974,1990,DIETETICS,3,49
1975,1990,Dance,8,34
1976,1990,ED POL ST,16,26
1977,1990,ED SEC&CON,49,92
1978,1990,EDUC ELEMENTARY,22,160
1979,1990,EDUC GEN,57,141
1980,1990,ENGR MECH,80,11
1981,1990,ENGR PHYS,97,15
1982,1990,ENV ENGR,45,12
1983,1990,ENV SCI,8,3
1984,1990,EXT EDUC,7,3
1985,1990,Early Childhood Education,1,61
1986,1990,Economics,212,56
1987,1990,Ed Organization and Leadership,40,66
1988,1990,Educ Voc Tech,27,33
1989,1990,Educational Psychology,42,95
1990,1990,Electrical Engineering,1404,172
1991,1990,Elementary Education,11,379
1992,1990,English,53,74
1993,1990,Entomology,14,13
1994,1990,FAM&CON EC,3,15
1995,1990,Finance,530,250
1996,1990,Food Science & Human Nutrition,69,124
1997,1990,Forestry,51,19
1998,1990,French,19,36
1999,1990,GEN AGR,17,3
2000,1990,GEN CURR,1089,1095
2001,1990,GEN ENGR,506,131
2002,1990,GEN H ECON,0,12
2003,1990,Geography,21,18
2004,1990,Geology,37,11
2005,1990,German,21,16
2006,1990,Graphic Design,53,71
2007,1990,H DVL-FAM,8,99
2008,1990,HLTH EDUC,1,19
2009,1990,HLTH PL AD,14,40
2010,1990,HR&FS A&ID,2,8
2011,1990,HR&FS GEN,1,2
2012,1990,HU DEV&FAM,3,13
2013,1990,History,84,33
2014,1990,Horticulture,32,22
2015,1990,INT DSGN,3,59
2016,1990,Industrial Agriculture,9,4
2017,1990,Industrial Design,57,23
2018,1990,Industrial Engineering,148,67
2019,1990,Italian,0,4
2020,1990,Journalism,12,22
2021,1990,Kinesiology,150,107
2022,1990,LAB&IN REL,44,64
2023,1990,LAS TCH MATH,3,10
2024,1990,Landscape Architecture,89,51
2025,1990,Law,401,221
2026,1990,Leisure Studies,20,25
2027,1990,Library & Information Science,65,137
2028,1990,Linguistics,42,52
2029,1990,MANAGEMENT,12,3
2030,1990,MARKETING,61,84
2031,1990,METAL ENGR,139,24
2032,1990,MKT TEXT&A,8,106
2033,1990,MSPH IN C HLTH,0,4
2034,1990,MUS-VOICE,9,33
2035,1990,MUSIC(AMS),35,25
2036,1990,MUSIC-COMP,8,3
2037,1990,MUSIC-INST,35,48
2038,1990,MUSIC-OPEN,2,2
2039,1990,Mathematics,161,43
2040,1990,Mechanical Agriculture,45,0
2041,1990,Mechanical Engineering,853,80
2042,1990,Media Studies,13,21
2043,1990,Microbiology,39,30
2044,1990,Molecular & Integrative Physi,34,26
2045,1990,Music,72,72
2046,1990,Music Education,92,139
2047,1990,Music History,1,0
2048,1990,News-Editorial,57,66
2049,1990,Nondegree,17,1
2050,1990,Nuclear Engineering,143,22
2051,1990,Nutritional Sciences,14,24
2052,1990,ORN HORT,32,34
2053,1990,OUTDR REC,6,2
2054,1990,PERFORM ST,6,3
2055,1990,PERSN AREA,1,0
2056,1990,PLANT PATH,19,9
2057,1990,PP/AS,98,10
2058,1990,PRE-JOURN,194,351
2059,1990,PRE-MED,90,74
2060,1990,PROG MANAG,62,66
2061,1990,PUB ADMIN,1,0
2062,1990,Philosophy,28,10
2063,1990,Physics,338,41
2064,1990,Plant Biology,7,22
2065,1990,Political Science,41,18
2066,1990,Portuguese,0,4
2067,1990,Professional Pilot,59,15
2068,1990,Psychology,105,90
2069,1990,REST MGMT,63,53
2070,1990,Regional Planning,12,4
2071,1990,Rehabilitation,3,8
2072,1990,SOC SCI SP,14,2
2073,1990,SOIL SCI,6,1
2074,1990,Secondary Education,12,20
2075,1990,Slavic Languages & Literature,11,13
2076,1990,Social Work,48,244
2077,1990,Sociology,16,29
2078,1990,Spanish,27,40
2079,1990,Special Education,15,62
2080,1990,Speech & Hearing Science,8,104
2081,1990,Speech Communication,21,32
2082,1990,Statistics,26,26
2083,1990,TCH BIOL,6,12
2084,1990,TCH ENGL,32,96
2085,1990,TCH GEN SCIENCE,7,4
2086,1990,TCH KINES,1,0
2087,1990,TCH LIFE SCI,5,5
2088,1990,TCH PHYS SCI,5,0
2089,1990,TCH RUSS,3,2
2090,1990,TCH SOC ST,39,40
2091,1990,TCH SPEECH,0,6
2092,1990,TEACH CS,3,3
2093,1990,TECH ED SP,17,5
2094,1990,TEXT-APPRL,0,31
2095,1990,THER REC,8,21
2096,1990,Teaching of Biological Science,1,2
2097,1990,Teaching of Chemistry,4,8
2098,1990,Teaching of Earth Science,0,1
2099,1990,Teaching of English Sec Lang,12,64
2100,1990,Teaching of French,2,14
2101,1990,Teaching of German,2,7
2102,1990,Teaching of Latin,1,1
2103,1990,Teaching of Mathematics,10,25
2104,1990,Teaching of Physics,3,0
2105,1990,Teaching of Spanish,3,25
2106,1990,Theatre,70,62
2107,1990,Theoretical & Applied Mechans,54,3
2108,1990,UG NON-DEG,2,4
2109,1990,UNASSIGNED,322,254
2110,1990,UNCLASS,125,148
2111,1990,UNCM FR&SO,139,159
2112,1990,Urban Planning,104,52
2113,1990,VMS - Veterinary Biosciences,21,15
2114,1990,VMS - Veterinary Pathobiology,17,10
2115,1990,VMS-Veterinary Clinical Medcne,13,13
2116,1990,VOC H E ED,0,4
2117,1990,Veterinary Medicine,123,185
2118,1991,Accountancy,626,627
2119,1991,Advertising,76,194
2120,1991,Aero & Astro Engineering,397,45
2121,1991,African American Studies,3,0
2122,1991,Agr & Environmental Cmc & Educ,1,6
2123,1991,Agricultural & Applied Econ,353,90
2124,1991,Agricultural Communications,25,54
2125,1991,Agricultural Education,6,8
2126,1991,Agricultural Engineering,141,22
2127,1991,Agricultural Sciences,25,18
2128,1991,Agronomy,101,32
2129,1991,Air Systems,17,0
2130,1991,Animal Sciences,191,219
2131,1991,Anthropology,37,50
2132,1991,Applied Mathematics,10,14
2133,1991,Architectural Studies,380,184
2134,1991,Architecture,171,70
2135,1991,Art Education,24,63
2136,1991,Art History,19,81
2137,1991,Art and Design,164,199
2138,1991,Asian Studies,4,15
2139,1991,Astronomy,14,4
2140,1991,Atmospheric Sciences,22,4
2141,1991,BIOCH,86,62
2142,1991,BUS EDUC,5,7
2143,1991,Biochemistry,63,39
2144,1991,Biology,158,104
2145,1991,Biophysics & Computnl Biology,29,18
2146,1991,Broadcast Journalism,18,31
2147,1991,Business Administration,747,428
2148,1991,CER ENGR,156,30
2149,1991,CERAMICS,5,4
2150,1991,COM TEACH,1,0
2151,1991,CONSM ECON,31,45
2152,1991,CORE CURR,45,19
2153,1991,CUR INST 2,0,1
2154,1991,CUR INST#1,5,0
2155,1991,CUR INST#3,6,2
2156,1991,Chemical Engineering,281,133
2157,1991,Chemical Physics,8,1
2158,1991,Chemistry,336,117
2159,1991,Civil Engineering,684,135
2160,1991,Classical Philology,3,2
2161,1991,Classics,10,7
2162,1991,Communication,22,14
2163,1991,Community Health,40,80
2164,1991,Comparative Literature,14,21
2165,1991,Computer Engineering,278,24
2166,1991,Computer Science,678,110
2167,1991,Crafts,5,11
2168,1991,DIETETICS,3,39
2169,1991,Dance,4,33
2170,1991,ED POL ST,17,32
2171,1991,ED SEC&CON,55,105
2172,1991,EDUC ELEMENTARY,22,159
2173,1991,EDUC GEN,66,163
2174,1991,ENGR MECH,67,9
2175,1991,ENGR PHYS,94,17
2176,1991,ENV ENGR,53,12
2177,1991,ENV SCI,9,4
2178,1991,EXT EDUC,6,5
2179,1991,Early Childhood Education,0,72
2180,1991,Economics,202,61
2181,1991,Ed Organization and Leadership,35,70
2182,1991,Educ Voc Tech,33,36
2183,1991,Education,1,0
2184,1991,Educational Psychology,34,94
2185,1991,Electrical Engineering,1353,163
2186,1991,Elementary Education,19,376
2187,1991,English,63,79
2188,1991,Entomology,12,12
2189,1991,FAM&CON EC,3,13
2190,1991,Finance,490,191
2191,1991,Food Science & Human Nutrition,67,137
2192,1991,Forestry,68,35
2193,1991,French,19,46
2194,1991,GEN AGR,18,5
2195,1991,GEN CURR,1041,1130
2196,1991,GEN ENGR,501,143
2197,1991,GEN H ECON,0,12
2198,1991,Geography,29,20
2199,1991,Geology,37,13
2200,1991,German,16,18
2201,1991,Graphic Design,57,63
2202,1991,H DVL-FAM,10,113
2203,1991,HLTH EDUC,1,17
2204,1991,HLTH PL AD,21,44
2205,1991,HR&FS A&ID,3,9
2206,1991,HR&FS GEN,0,3
2207,1991,HU DEV&FAM,1,23
2208,1991,History,105,45
2209,1991,Horticulture,36,22
2210,1991,INT DSGN,1,21
2211,1991,Industrial Agriculture,3,1
2212,1991,Industrial Design,51,25
2213,1991,Industrial Engineering,116,53
2214,1991,Italian,0,5
2215,1991,Journalism,9,21
2216,1991,Kinesiology,143,125
2217,1991,LAB&IN REL,48,74
2218,1991,LAS TCH MATH,5,12
2219,1991,Landscape Architecture,97,52
2220,1991,Law,421,221
2221,1991,Leisure Studies,21,21
2222,1991,Library & Information Science,70,165
2223,1991,Linguistics,44,55
2224,1991,MARKETING,80,98
2225,1991,METAL ENGR,145,25
2226,1991,MKT TEXT&A,2,99
2227,1991,MSPH IN C HLTH,2,3
2228,1991,MUS-VOICE,9,32
2229,1991,MUSIC(AMS),44,37
2230,1991,MUSIC-COMP,12,3
2231,1991,MUSIC-INST,40,47
2232,1991,MUSIC-OPEN,2,1
2233,1991,Mathematics,158,47
2234,1991,Mechanical Agriculture,63,0
2235,1991,Mechanical Engineering,919,84
2236,1991,Media Studies,19,18
2237,1991,Microbiology,43,26
2238,1991,Molecular & Integrative Physi,36,25
2239,1991,Music,68,76
2240,1991,Music Education,99,135
2241,1991,News-Editorial,49,60
2242,1991,Nondegree,13,6
2243,1991,Nuclear Engineering,159,26
2244,1991,Nutritional Sciences,17,24
2245,1991,ORN HORT,44,34
2246,1991,OUTDR REC,2,1
2247,1991,PERFORM ST,4,7
2248,1991,PERSN AREA,0,1
2249,1991,PLANT PATH,16,13
2250,1991,PP/AS,94,8
2251,1991,PRE-JOURN,183,325
2252,1991,PRE-MED,91,81
2253,1991,PROG MANAG,76,81
2254,1991,Philosophy,30,8
2255,1991,Physics,339,43
2256,1991,Plant Biology,11,16
2257,1991,Political Science,48,29
2258,1991,Portuguese,0,5
2259,1991,Professional Pilot,61,14
2260,1991,Psychology,99,96
2261,1991,REST MGMT,54,47
2262,1991,Regional Planning,15,7
2263,1991,Rehabilitation,6,13
2264,1991,SOC SCI SP,8,4
2265,1991,SOIL SCI,4,1
2266,1991,Secondary Education,13,18
2267,1991,Slavic Languages & Literature,17,9
2268,1991,Social Work,57,269
2269,1991,Sociology,21,27
2270,1991,Spanish,23,45
2271,1991,Special Education,12,78
2272,1991,Speech & Hearing Science,3,120
2273,1991,Speech Communication,24,33
2274,1991,Statistics,28,21
2275,1991,TCH BIOL,9,20
2276,1991,TCH CS,0,1
2277,1991,TCH ENGL,35,92
2278,1991,TCH GEN SCIENCE,5,3
2279,1991,TCH KINES,1,0
2280,1991,TCH LIFE SCI,5,5
2281,1991,TCH PHYS SCI,6,2
2282,1991,TCH RUSS,2,2
2283,1991,TCH SOC ST,43,52
2284,1991,TCH SPEECH,0,2
2285,1991,TEACH CS,4,1
2286,1991,TECH ED SP,11,1
2287,1991,TEXT-APPRL,0,26
2288,1991,THER REC,6,26
2289,1991,Teaching of Biological Science,1,2
2290,1991,Teaching of Chemistry,6,9
2291,1991,Teaching of English Sec Lang,22,61
2292,1991,Teaching of French,2,10
2293,1991,Teaching of German,1,5
2294,1991,Teaching of Latin,1,0
2295,1991,Teaching of Mathematics,14,17
2296,1991,Teaching of Physics,2,1
2297,1991,Teaching of Spanish,3,26
2298,1991,Theatre,68,73
2299,1991,Theoretical & Applied Mechans,50,2
2300,1991,UG NON-DEG,2,3
2301,1991,UNASSIGNED,337,262
2302,1991,UNCLASS,121,139
2303,1991,UNCM FR&SO,120,139
2304,1991,Urban Planning,107,61
2305,1991,VMS - Veterinary Biosciences,29,12
2306,1991,VMS - Veterinary Pathobiology,17,8
2307,1991,VMS-Veterinary Clinical Medcne,11,12
2308,1991,VOC H E ED,0,3
2309,1991,Veterinary Medicine,121,200
2310,1992,Accountancy,660,623
2311,1992,Advertising,75,162
2312,1992,Aero & Astro Engineering,347,45
2313,1992,African American Studies,2,1
2314,1992,Agr & Environmental Cmc & Educ,2,3
2315,1992,Agricultural & Applied Econ,312,93
2316,1992,Agricultural Communications,22,63
2317,1992,Agricultural Education,8,4
2318,1992,Agricultural Engineering,155,30
2319,1992,Agricultural Sciences,21,17
2320,1992,Agronomy,95,28
2321,1992,Air Systems,12,0
2322,1992,Animal Sciences,194,239
2323,1992,Anthropology,41,56
2324,1992,Applied Mathematics,10,15
2325,1992,Architectural Studies,335,170
2326,1992,Architecture,144,61
2327,1992,Art Education,17,62
2328,1992,Art History,17,80
2329,1992,Art and Design,180,189
2330,1992,Asian Studies,11,23
2331,1992,Astronomy,14,6
2332,1992,Atmospheric Sciences,30,6
2333,1992,BIOCH,81,64
2334,1992,BUS EDUC,4,5
2335,1992,Biochemistry,62,41
2336,1992,Biology,157,121
2337,1992,Biophysics & Computnl Biology,29,20
2338,1992,Broadcast Journalism,16,52
2339,1992,Business Administration,861,544
2340,1992,CER ENGR,161,29
2341,1992,CERAMICS,9,4
2342,1992,CONSM ECON,20,27
2343,1992,CORE CURR,50,17
2344,1992,CUR INST 2,1,0
2345,1992,CUR INST#1,7,2
2346,1992,CUR INST#3,3,1
2347,1992,Chemical Engineering,287,157
2348,1992,Chemical Physics,10,1
2349,1992,Chemistry,336,125
2350,1992,Civil Engineering,782,152
2351,1992,Classical Philology,5,4
2352,1992,Classics,11,5
2353,1992,Communication,20,12
2354,1992,Community Health,32,96
2355,1992,Comparative Literature,14,20
2356,1992,Computer Engineering,298,28
2357,1992,Computer Science,682,100
2358,1992,Crafts,8,18
2359,1992,DIETETICS,0,50
2360,1992,Dance,5,38
2361,1992,ED POL ST,19,31
2362,1992,ED SEC&CON,48,91
2363,1992,EDUC ELEMENTARY,15,131
2364,1992,EDUC GEN,51,139
2365,1992,ENGR MECH,65,9
2366,1992,ENGR PHYS,60,16
2367,1992,ENV ENGR,65,16
2368,1992,ENV SCI,8,7
2369,1992,EXT EDUC,4,8
2370,1992,Early Childhood Education,1,66
2371,1992,Economics,201,81
2372,1992,Ed Organization and Leadership,33,62
2373,1992,Educ Voc Tech,33,36
2374,1992,Educational Psychology,35,101
2375,1992,Electrical Engineering,1356,168
2376,1992,Elementary Education,27,350
2377,1992,English,65,77
2378,1992,Entomology,13,15
2379,1992,FAM&CON EC,4,9
2380,1992,Finance,442,147
2381,1992,Food Science & Human Nutrition,78,150
2382,1992,Forestry,83,47
2383,1992,French,22,37
2384,1992,GEN AGR,9,6
2385,1992,GEN CURR,972,1121
2386,1992,GEN ENGR,472,142
2387,1992,GEN H ECON,0,6
2388,1992,Geography,28,21
2389,1992,Geology,39,20
2390,1992,German,17,23
2391,1992,Graphic Design,54,66
2392,1992,H DVL-FAM,15,140
2393,1992,HLTH EDUC,1,16
2394,1992,HLTH PL AD,24,46
2395,1992,HR&FS A&ID,5,12
2396,1992,HU DEV&FAM,1,22
2397,1992,History,94,40
2398,1992,Horticulture,39,19
2399,1992,INT DSGN,0,11
2400,1992,Industrial Agriculture,0,1
2401,1992,Industrial Design,46,28
2402,1992,Industrial Engineering,112,41
2403,1992,Italian,1,4
2404,1992,Journalism,13,12
2405,1992,Kinesiology,176,132
2406,1992,LAB&IN REL,33,75
2407,1992,LAS TCH MATH,6,7
2408,1992,Landscape Architecture,80,56
2409,1992,Law,393,237
2410,1992,Leisure Studies,21,22
2411,1992,Library & Information Science,59,166
2412,1992,Linguistics,42,51
2413,1992,MARKETING,11,14
2414,1992,METAL ENGR,144,25
2415,1992,MKT TEXT&A,8,94
2416,1992,MSPH IN C HLTH,0,6
2417,1992,MUS-VOICE,10,41
2418,1992,MUSIC(AMS),53,34
2419,1992,MUSIC-COMP,14,5
2420,1992,MUSIC-INST,32,54
2421,1992,MUSIC-OPEN,2,3
2422,1992,Mathematics,148,46
2423,1992,Mechanical Agriculture,76,1
2424,1992,Mechanical Engineering,901,88
2425,1992,Media Studies,11,19
2426,1992,Microbiology,39,21
2427,1992,Molecular & Integrative Physi,31,20
2428,1992,Music,62,80
2429,1992,Music Education,107,126
2430,1992,Music History,1,1
2431,1992,Neuroscience,16,9
2432,1992,News-Editorial,48,63
2433,1992,Nondegree,14,3
2434,1992,Nuclear Engineering,147,20
2435,1992,Nutritional Sciences,14,20
2436,1992,ORN HORT,49,41
2437,1992,PERFORM ST,3,8
2438,1992,PERSN AREA,1,1
2439,1992,PLANT PATH,22,11
2440,1992,PP/AS,76,8
2441,1992,PRE-JOURN,167,268
2442,1992,PRE-MED,98,115
2443,1992,PROG MANAG,64,74
2444,1992,Philosophy,34,11
2445,1992,Physics,332,33
2446,1992,Plant Biology,9,14
2447,1992,Political Science,46,20
2448,1992,Portuguese,1,5
2449,1992,Professional Pilot,78,21
2450,1992,Psychology,101,116
2451,1992,REST MGMT,35,39
2452,1992,Regional Planning,15,10
2453,1992,Rehabilitation,8,21
2454,1992,SOC SCI SP,10,3
2455,1992,SOIL SCI,4,2
2456,1992,Secondary Education,18,28
2457,1992,Slavic Languages & Literature,13,16
2458,1992,Social Work,55,280
2459,1992,Sociology,19,30
2460,1992,Spanish,18,37
2461,1992,Special Education,9,87
2462,1992,Speech & Hearing Science,10,153
2463,1992,Speech Communication,27,32
2464,1992,Statistics,22,14
2465,1992,TCH BIOL,9,18
2466,1992,TCH CS,1,1
2467,1992,TCH ENGL,41,102
2468,1992,TCH GEN SCIENCE,8,2
2469,1992,TCH LIFE SCI,3,8
2470,1992,TCH PHYS SCI,4,1
2471,1992,TCH RUSS,1,5
2472,1992,TCH SOC ST,54,58
2473,1992,TCH SPEECH,0,4
2474,1992,TEACH CS,3,1
2475,1992,TECH ED SP,20,3
2476,1992,TEXT-APPRL,0,22
2477,1992,THER REC,5,24
2478,1992,Teaching of Biological Science,1,4
2479,1992,Teaching of Chemistry,11,8
2480,1992,Teaching of English Sec Lang,16,74
2481,1992,Teaching of French,3,12
2482,1992,Teaching of German,0,6
2483,1992,Teaching of Latin,1,1
2484,1992,Teaching of Mathematics,15,16
2485,1992,Teaching of Physics,3,2
2486,1992,Teaching of Spanish,5,36
2487,1992,Theatre,73,83
2488,1992,Theoretical & Applied Mechans,51,4
2489,1992,UG NON-DEG,1,3
2490,1992,UNASSIGNED,296,227
2491,1992,UNCLASS,135,146
2492,1992,UNCM FR&SO,105,115
2493,1992,Urban Planning,105,72
2494,1992,VMS - Veterinary Biosciences,24,11
2495,1992,VMS - Veterinary Pathobiology,17,7
2496,1992,VMS-Veterinary Clinical Medcne,12,11
2497,1992,VOC H E ED,0,2
2498,1992,Veterinary Medicine,108,215
2499,1993,Accountancy,668,591
2500,1993,Advertising,75,160
2501,1993,Aero & Astro Engineering,322,44
2502,1993,African American Studies,6,4
2503,1993,Agr & Environmental Cmc & Educ,5,3
2504,1993,Agricultural & Applied Econ,340,98
2505,1993,Agricultural Communications,21,56
2506,1993,Agricultural Education,8,8
2507,1993,Agricultural Engineering,161,37
2508,1993,Agricultural Sciences,18,20
2509,1993,Agronomy,98,34
2510,1993,Air Systems,5,0
2511,1993,Animal Sciences,205,234
2512,1993,Anthropology,38,51
2513,1993,Applied Mathematics,11,19
2514,1993,Architectural Studies,326,162
2515,1993,Architecture,138,56
2516,1993,Art Education,31,70
2517,1993,Art History,15,96
2518,1993,Art and Design,193,208
2519,1993,Asian Studies,11,21
2520,1993,Astronomy,14,6
2521,1993,Atmospheric Sciences,33,5
2522,1993,BIOCH,83,78
2523,1993,BUS EDUC,3,1
2524,1993,Biochemistry,56,39
2525,1993,Biology,161,109
2526,1993,Biophysics & Computnl Biology,31,21
2527,1993,Broadcast Journalism,21,47
2528,1993,Business Administration,831,542
2529,1993,CER ENGR,157,26
2530,1993,CERAMICS,10,2
2531,1993,COM TEACH,0,2
2532,1993,CONSM ECON,12,34
2533,1993,CORE CURR,37,17
2534,1993,CUR INST#1,6,1
2535,1993,CUR INST#3,3,2
2536,1993,Chemical Engineering,291,146
2537,1993,Chemical Physics,13,1
2538,1993,Chemistry,353,138
2539,1993,Civil Engineering,929,192
2540,1993,Classical Philology,5,3
2541,1993,Classics,7,2
2542,1993,Communication,20,17
2543,1993,Community Health,33,90
2544,1993,Comparative Literature,15,17
2545,1993,Computer Engineering,349,34
2546,1993,Computer Science,756,130
2547,1993,Crafts,7,24
2548,1993,DIETETICS,1,65
2549,1993,Dance,7,45
2550,1993,ED POL ST,18,46
2551,1993,ED SEC&CON,43,78
2552,1993,EDUC ELEMENTARY,17,119
2553,1993,EDUC GEN,66,116
2554,1993,ENGR MECH,53,9
2555,1993,ENGR PHYS,53,18
2556,1993,ENV ENGR,66,14
2557,1993,ENV SCI,8,4
2558,1993,EXT EDUC,2,6
2559,1993,Early Childhood Education,2,76
2560,1993,Economics,194,88
2561,1993,Ed Organization and Leadership,40,56
2562,1993,Educ Voc Tech,37,31
2563,1993,Educational Psychology,39,105
2564,1993,Electrical Engineering,1346,163
2565,1993,Elementary Education,32,369
2566,1993,English,65,85
2567,1993,Entomology,14,19
2568,1993,FAM&CON EC,3,5
2569,1993,Finance,399,155
2570,1993,Food Science & Human Nutrition,68,167
2571,1993,Forestry,102,67
2572,1993,French,15,44
2573,1993,GEN AGR,12,2
2574,1993,GEN CURR,974,1099
2575,1993,GEN ENGR,447,128
2576,1993,GEN H ECON,0,1
2577,1993,Geography,27,11
2578,1993,Geology,42,18
2579,1993,German,13,18
2580,1993,Graphic Design,50,65
2581,1993,H DVL-FAM,12,125
2582,1993,HLTH EDUC,3,16
2583,1993,HLTH PL AD,26,69
2584,1993,HR&FS A&ID,2,13
2585,1993,HU DEV&FAM,6,21
2586,1993,History,95,32
2587,1993,Horticulture,42,26
2588,1993,INT DSGN,0,4
2589,1993,Industrial Design,43,25
2590,1993,Industrial Engineering,102,51
2591,1993,Italian,1,5
2592,1993,Journalism,13,15
2593,1993,Kinesiology,207,174
2594,1993,LAB&IN REL,33,77
2595,1993,LAS TCH MATH,4,12
2596,1993,Landscape Architecture,74,63
2597,1993,Law,369,250
2598,1993,Leisure Studies,51,48
2599,1993,Library & Information Science,76,181
2600,1993,Linguistics,40,48
2601,1993,METAL ENGR,132,31
2602,1993,MKT TEXT&A,2,101
2603,1993,MSPH IN C HLTH,1,11
2604,1993,MUS-VOICE,16,32
2605,1993,MUSIC(AMS),49,27
2606,1993,MUSIC-COMP,7,2
2607,1993,MUSIC-INST,32,55
2608,1993,MUSIC-OPEN,1,3
2609,1993,Mathematics,148,45
2610,1993,Mechanical Agriculture,67,0
2611,1993,Mechanical Engineering,908,97
2612,1993,Media Studies,14,21
2613,1993,Microbiology,44,28
2614,1993,Molecular & Integrative Physi,33,20
2615,1993,Music,59,78
2616,1993,Music Education,120,146
2617,1993,Music History,2,1
2618,1993,Neuroscience,22,6
2619,1993,News-Editorial,42,57
2620,1993,Nondegree,20,0
2621,1993,Nuclear Engineering,128,24
2622,1993,Nutritional Sciences,16,27
2623,1993,ORN HORT,44,43
2624,1993,PERFORM ST,6,6
2625,1993,PERSN AREA,1,1
2626,1993,PLANT PATH,21,11
2627,1993,PP/AS,73,10
2628,1993,PRE-JOURN,129,214
2629,1993,PRE-MED,127,124
2630,1993,PROG MANAG,43,49
2631,1993,Philosophy,37,9
2632,1993,Physics,319,29
2633,1993,Plant Biology,13,17
2634,1993,Political Science,51,18
2635,1993,Portuguese,1,3
2636,1993,Professional Pilot,73,27
2637,1993,Psychology,99,125
2638,1993,REST MGMT,29,46
2639,1993,Regional Planning,19,10
2640,1993,Rehabilitation,8,21
2641,1993,SOC SCI SP,4,2
2642,1993,SOIL SCI,3,0
2643,1993,Secondary Education,17,24
2644,1993,Slavic Languages & Literature,10,17
2645,1993,Social Work,56,278
2646,1993,Sociology,17,31
2647,1993,Spanish,18,29
2648,1993,Special Education,10,106
2649,1993,Speech & Hearing Science,10,182
2650,1993,Speech Communication,23,36
2651,1993,Statistics,19,10
2652,1993,TCH BIOL,7,21
2653,1993,TCH CS,2,0
2654,1993,TCH ENGL,51,128
2655,1993,TCH GEN SCIENCE,4,1
2656,1993,TCH KINES,0,2
2657,1993,TCH LIFE SCI,2,7
2658,1993,TCH PHYS SCI,2,3
2659,1993,TCH RUSS,0,1
2660,1993,TCH SOC ST,70,68
2661,1993,TCH SPEECH,1,4
2662,1993,TEACH CS,4,2
2663,1993,TECH ED SP,19,2
2664,1993,TEXT-APPRL,1,18
2665,1993,THER REC,5,12
2666,1993,Teaching of Biological Science,3,6
2667,1993,Teaching of Chemistry,8,7
2668,1993,Teaching of Earth Science,0,2
2669,1993,Teaching of English Sec Lang,18,88
2670,1993,Teaching of French,2,15
2671,1993,Teaching of German,0,3
2672,1993,Teaching of Latin,0,2
2673,1993,Teaching of Mathematics,20,25
2674,1993,Teaching of Physics,3,2
2675,1993,Teaching of Spanish,6,39
2676,1993,Theatre,74,95
2677,1993,Theoretical & Applied Mechans,49,3
2678,1993,UG NON-DEG,1,0
2679,1993,UNASSIGNED,331,261
2680,1993,UNCLASS,130,134
2681,1993,UNCM FR&SO,101,112
2682,1993,Urban Planning,104,67
2683,1993,VMS - Veterinary Biosciences,24,16
2684,1993,VMS - Veterinary Pathobiology,22,8
2685,1993,VMS-Veterinary Clinical Medcne,11,13
2686,1993,Veterinary Medicine,112,221
2687,1994,Accountancy,572,578
2688,1994,Advertising,83,176
2689,1994,Aero & Astro Engineering,280,40
